deal_id,deal_date,customer_id,broker_id,property_id,offer_price,final_price,mortgage,loan_rate,status,close_date,channel,lead_source,notes_freeform,price_band
DEAL328084,2019-12-15,CUST102842,BRK50220,PROP204782,12866510,12594950,Yes,8.65,Cancelled,,Referral,Billboard,na,High
DEAL328085,2020-03-10,CUST102968,BRK50326,PROP201279,11947209,11708915,Yes,9.68,Closed,2020-04-14,Email Campaign,Billboard,,High
DEAL328086,2022-05-12,CUST103140,BRK50131,PROP201777,6553462,7011257,Yes,10.67,Closed,2022-06-18,Cold Call,Facebook,N/A,Mid
DEAL328087,2023-03-01,CUST101594,BRK50369,PROP205961,9639613,9370329,Yes,9.73,Closed,2023-04-08,Social Media,Newspaper,ok,High
DEAL328088,2023-09-17,CUST101906,BRK50302,PROP203047,6624767,6750834,Yes,8.37,Closed,2023-11-24,Cold Call,Billboard,client wants quick close,Mid
DEAL328089,2025-06-15,CUST102453,BRK50397,PROP207899,6121939,6318332,Yes,9.77,Closed,2025-07-03,Walk-in,Instagram,??,Mid
DEAL328090,2019-05-12,CUST102645,BRK50307,PROP203920,7262677,7647953,No,11.32,Closed,2019-06-19,Referral,Website,na,Mid
DEAL328091,2025-02-02,CUST100444,BRK50467,PROP200658,10451813,10920787,Yes,7.96,Pending,,Social Media,Newspaper,see email,High
DEAL328092,2023-04-13,CUST103713,BRK50338,PROP206253,7779421,7481913,Yes,8.1,Closed,2023-06-30,Referral,Instagram,ok,Mid
DEAL328093,2020-09-12,CUST103514,BRK50232,PROP207901,7576949,7853598,Yes,7.8,Pending,,Referral,Facebook,,Mid
DEAL328094,2019-05-30,CUST104914,BRK50483,PROP203006,10446292,10035130,Yes,10.75,Closed,2019-07-31,Cold Call,Newspaper,,High
DEAL328095,2023-01-27,CUST104082,BRK50140,PROP200254,3430227,3625859,No,-1.0,Cancelled,,Cold Call,Website,see email,Mid
DEAL328096,2021-01-26,CUST104393,BRK50028,PROP204369,5442584,5465804,Yes,10.23,Pending,,Email Campaign,Billboard,client wants quick close,Mid
DEAL328097,2025-07-01,CUST104601,BRK50358,PROP205070,10933587,10863405,Yes,7.75,Closed,2025-09-14,Social Media,Instagram,,High
DEAL328098,2018-06-01,CUST102261,BRK50056,PROP206293,13079514,13028968,No,11.08,Pending,,Walk-in,Website,client wants quick close,High
DEAL328099,2022-06-23,CUST101752,BRK50380,PROP206550,10429534,10490286,No,8.58,Closed,2022-08-24,Social Media,Instagram,,High
DEAL328100,2022-01-09,CUST102678,BRK50430,PROP203564,7513724,7840430,No,8.96,Cancelled,,Social Media,Website,,Mid
DEAL328101,2019-07-06,CUST100331,BRK50360,PROP201497,6678412,6978276,Yes,9.99,Closed,2019-08-09,Walk-in,Website,??,Mid
DEAL328102,2022-10-19,CUST100107,BRK50109,PROP207471,5804651,5589139,Yes,9.09,Closed,2022-11-16,Email Campaign,Facebook,N/A,Mid
DEAL328103,2023-07-02,CUST102723,BRK50261,PROP200208,7663386,7443399,Yes,,Closed,2023-09-17,Email Campaign,Newspaper,ok,Mid
DEAL328104,2018-12-31,CUST103367,BRK50461,PROP200968,7030733,6982109,No,9.88,Pending,,Referral,Newspaper,,Mid
DEAL328105,2024-07-16,CUST102109,BRK50426,PROP205880,11884986,11905801,Yes,7.9,Closed,2024-09-18,Email Campaign,Broker Referral,N/A,High
DEAL328106,2019-12-04,CUST101413,BRK50400,PROP200608,10104224,10042357,No,7.46,Pending,,Walk-in,Facebook,client wants quick close,High
DEAL328107,2022-07-28,CUST102586,BRK50482,PROP206179,11480106,11996111,Yes,8.07,Closed,2022-09-05,Online Portal,Facebook,urgent,High
DEAL328108,2021-02-11,CUST102403,BRK50362,PROP201989,10598650,10144791,Yes,10.08,Cancelled,,Online Portal,Instagram,,High
DEAL328109,2025-07-24,CUST100533,BRK50447,PROP205657,8849111,,Yes,9.26,Closed,2025-10-20,Social Media,Broker Referral,client wants quick close,
DEAL328110,2020-11-19,CUST100520,BRK50359,PROP203995,4475486,4423860,Yes,10.45,Closed,2020-12-16,Social Media,Broker Referral,see email,Mid
DEAL328111,2025-02-17,CUST104789,BRK50493,PROP201481,4601624,4404733,Yes,8.87,Pending,,Walk-in,Instagram,??,Mid
DEAL328112,2023-07-20,CUST100608,BRK50029,PROP200570,3657626,3763962,Yes,8.55,Closed,2023-09-08,Email Campaign,Newspaper,na,Mid
DEAL328113,2025-06-01,CUST102515,BRK50458,PROP200870,6648687,6876439,Yes,8.43,Closed,2025-08-20,Walk-in,Newspaper,ok,Mid
DEAL328114,2019-10-15,CUST102813,BRK50124,PROP206718,10675175,10322400,Yes,8.97,Closed,2019-12-04,Online Portal,Google Ads,client wants quick close,High
DEAL328115,2025-05-07,CUST103997,BRK50192,PROP202380,12213195,12688892,Yes,10.3,Closed,2025-06-25,Cold Call,Facebook,N/A,High
DEAL328116,2021-10-28,CUST104868,BRK50345,PROP202869,6105457,6052085,Yes,,Closed,2021-12-16,Cold Call,Instagram,see email,Mid
DEAL328117,2022-04-12,CUST100868,BRK50024,PROP202446,11437460,12290069,Yes,9.93,Closed,2022-05-11,Cold Call,Facebook,urgent,High
DEAL328118,2025-02-28,CUST101311,BRK50087,PROP207489,15711928,16623445,Yes,7.88,Closed,2025-05-12,Referral,Facebook,client wants quick close,Luxury
DEAL328119,2022-01-07,CUST104244,BRK50260,PROP204366,13100883,12866675,Yes,8.25,Cancelled,,Walk-in,Billboard,client wants quick close,High
DEAL328120,2025-08-14,CUST100845,BRK50090,PROP204076,10631327,,Yes,10.42,Pending,,Email Campaign,Newspaper,urgent,
DEAL328121,2018-07-15,CUST101386,BRK50392,PROP202078,6801431,7336198,No,10.4,Closed,2018-07-26,Social Media,Broker Referral,na,Mid
DEAL328122,2022-09-27,CUST100976,BRK50321,PROP207689,17965965,18342817,Yes,11.04,Closed,2022-11-27,Cold Call,Facebook,??,Luxury
DEAL328123,2024-06-18,CUST103671,BRK50029,PROP200619,9919908,10342704,Yes,,Pending,,Email Campaign,Newspaper,ok,High
DEAL328124,2018-07-03,CUST102795,BRK50360,PROP204772,10285817,10508690,Yes,7.54,Cancelled,,Referral,Newspaper,na,High
DEAL328125,2022-06-07,CUST102509,BRK50268,PROP200286,4099632,4138819,Yes,10.27,Cancelled,,Online Portal,Billboard,na,Mid
DEAL328126,2024-08-18,CUST102085,BRK50478,PROP204010,11268645,12106353,Yes,7.17,Closed,2024-10-18,Referral,Google Ads,N/A,High
DEAL328127,2019-03-28,CUST104313,BRK50032,PROP207096,3805849,4007105,No,10.92,Pending,,Email Campaign,Broker Referral,urgent,Mid
DEAL328128,2021-05-16,CUST104845,BRK50146,PROP202739,6097517,6034352,No,11.24,Pending,,Walk-in,Broker Referral,??,Mid
DEAL328129,2021-11-23,CUST104580,BRK50423,PROP207769,6682973,6351547,No,9.94,Closed,2022-01-22,Social Media,Broker Referral,ok,Mid
DEAL328130,2024-07-16,CUST102112,BRK50408,PROP205948,5918760,,Yes,9.99,Closed,2024-10-10,Online Portal,Newspaper,see email,
DEAL328131,2023-07-01,CUST104283,BRK50160,PROP201727,6820079,6831016,Yes,,Pending,,Online Portal,Facebook,,Mid
DEAL328132,2022-03-10,CUST104510,BRK50398,PROP206411,4290649,4620320,Yes,10.52,Closed,2022-05-29,Social Media,Broker Referral,urgent,Mid
DEAL328133,2019-07-30,CUST104862,BRK50495,PROP204989,5209767,5507361,Yes,,Closed,2019-09-06,Cold Call,Newspaper,client wants quick close,Mid
DEAL328134,2018-04-10,CUST103906,BRK50479,PROP205259,8324126,8686534,Yes,8.2,Closed,2018-06-09,Referral,Google Ads,urgent,High
DEAL328135,2018-09-19,CUST103102,BRK50238,PROP200750,9955971,10488182,No,7.51,Closed,2018-10-16,Referral,Broker Referral,,High
DEAL328136,2020-02-13,CUST103091,BRK50077,PROP202888,2899174,2764248,No,10.29,Pending,,Referral,Broker Referral,ok,Low
DEAL328137,2023-08-13,CUST100543,BRK50235,PROP204028,11310903,11133232,No,8.44,Pending,,Cold Call,Newspaper,??,High
DEAL328138,2018-02-25,CUST102893,BRK50012,PROP205621,11665322,12446421,No,10.37,Pending,,Online Portal,Instagram,see email,High
DEAL328139,2021-07-23,CUST103422,BRK50492,PROP202123,12644483,12460103,Yes,8.73,Closed,2021-09-18,Referral,Broker Referral,client wants quick close,High
DEAL328140,2019-12-19,CUST103984,BRK50132,PROP205309,8984595,8977682,Yes,9.18,Pending,,Online Portal,Broker Referral,na,High
DEAL328141,2022-09-08,CUST104608,BRK50252,PROP204113,6839573,6610566,Yes,7.64,Closed,2022-11-15,Cold Call,Newspaper,see email,Mid
DEAL328142,2023-10-01,CUST103343,BRK50096,PROP206451,5328715,5318103,Yes,10.9,Closed,2023-10-11,Social Media,Facebook,na,Mid
DEAL328143,2020-03-16,CUST104189,BRK50334,PROP201056,9458419,9968615,Yes,10.11,Closed,2020-04-15,Email Campaign,Website,urgent,High
DEAL328144,2020-05-07,CUST104845,BRK50494,PROP200441,12473145,12551603,Yes,9.39,Closed,2020-06-07,Cold Call,Broker Referral,N/A,High
DEAL328145,2021-11-03,CUST102404,BRK50309,PROP201858,10585407,11041224,No,11.36,Closed,2021-11-22,Cold Call,Google Ads,,High
DEAL328146,2020-04-07,CUST102269,BRK50422,PROP207315,7472222,7773286,No,7.77,Closed,2020-06-03,Online Portal,Facebook,ok,Mid
DEAL328147,2022-04-18,CUST103307,BRK50493,PROP206039,5463688,5332428,Yes,10.96,Closed,2022-06-24,Walk-in,Website,client wants quick close,Mid
DEAL328148,2023-06-17,CUST104072,BRK50179,PROP206215,10379018,10114163,Yes,9.86,Closed,2023-08-25,Walk-in,Instagram,,High
DEAL328149,2018-06-26,CUST103882,BRK50260,PROP203263,12522263,12190422,No,9.36,Closed,2018-07-14,Online Portal,Broker Referral,,High
DEAL328150,2018-09-03,CUST103676,BRK50308,PROP200511,9133833,9031459,No,9.85,Closed,2018-10-08,Email Campaign,Billboard,na,High
DEAL328151,2022-05-22,CUST102332,BRK50304,PROP200278,9305806,9024711,Yes,8.07,Closed,2022-07-07,Referral,Facebook,see email,High
DEAL328152,2023-02-01,CUST100080,BRK50076,PROP206702,8403398,8065125,Yes,9.85,Closed,2023-02-19,Walk-in,Newspaper,urgent,High
DEAL328153,2018-11-29,CUST103871,BRK50450,PROP206810,9127900,9814472,Yes,7.83,Pending,,Online Portal,Billboard,na,High
DEAL328154,2024-04-05,CUST104594,BRK50279,PROP200797,13102827,13490212,Yes,10.74,Cancelled,,Online Portal,Google Ads,na,High
DEAL328155,2023-03-18,CUST103771,BRK50344,PROP201952,7747134,7690236,No,10.57,Closed,2023-04-29,Email Campaign,Website,see email,Mid
DEAL328156,2024-12-02,CUST103262,BRK50110,PROP202617,15033903,15592906,Yes,10.27,Closed,2025-01-29,Referral,Billboard,N/A,Luxury
DEAL328157,2024-03-22,CUST102764,BRK50215,PROP201035,16150325,16323919,No,10.34,Closed,2024-04-02,Online Portal,Billboard,,Luxury
DEAL328158,2019-12-11,CUST104776,BRK50283,PROP201980,8532203,8607414,No,11.39,Cancelled,,Walk-in,Facebook,urgent,High
DEAL328159,2020-09-12,CUST103857,BRK50215,PROP200321,11425408,11038202,Yes,7.97,Closed,2020-09-22,Email Campaign,Website,ok,High
DEAL328160,2023-07-18,CUST100502,BRK50121,PROP202883,12758598,13493548,Yes,9.28,Cancelled,,Social Media,Billboard,ok,High
DEAL328161,2021-06-21,CUST101275,BRK50010,PROP203075,9091439,8896929,No,7.46,Pending,,Referral,Newspaper,,High
DEAL328162,2024-08-31,CUST101171,BRK50013,PROP200858,10010328,9657990,Yes,7.28,Closed,2024-10-24,Email Campaign,Billboard,client wants quick close,High
DEAL328163,2024-01-27,CUST100649,BRK50299,PROP206735,1352490,1363067,Yes,8.89,Closed,2024-03-06,Email Campaign,Instagram,,Low
DEAL328164,2020-12-24,CUST102304,BRK50255,PROP206842,14108205,14500767,Yes,8.3,Cancelled,,Cold Call,Billboard,N/A,High
DEAL328165,2024-04-09,CUST102504,BRK50088,PROP207725,7364163,7336984,Yes,,Closed,2024-07-01,Social Media,Broker Referral,ok,Mid
DEAL328166,2023-02-22,CUST104561,BRK50107,PROP201892,13739563,13474039,Yes,7.86,Pending,,Online Portal,Google Ads,??,High
DEAL328167,2024-07-06,CUST103375,BRK50419,PROP201091,6170378,6300640,No,10.47,Pending,,Online Portal,Instagram,N/A,Mid
DEAL328168,2019-06-01,CUST104181,BRK50147,PROP205151,4125458,4013542,No,9.22,Pending,,Referral,Broker Referral,,Mid
DEAL328169,2019-05-09,CUST101749,BRK50064,PROP206109,11193485,11676155,No,7.24,Closed,2019-06-15,Referral,Google Ads,ok,High
DEAL328170,2024-02-04,CUST103453,BRK50488,PROP200765,7925424,8385909,Yes,10.32,Cancelled,,Walk-in,Billboard,urgent,High
DEAL328171,2022-01-20,CUST101205,BRK50418,PROP204362,6913166,7383358,Yes,11.2,Pending,,Referral,Google Ads,client wants quick close,Mid
DEAL328172,2022-09-28,CUST101694,BRK50214,PROP203208,11940815,11765817,Yes,8.18,Closed,2022-11-22,Online Portal,Billboard,??,High
DEAL328173,2024-07-24,CUST102870,BRK50189,PROP205731,6302625,6306909,Yes,10.61,Cancelled,,Referral,Billboard,client wants quick close,Mid
DEAL328174,2023-10-26,CUST101804,BRK50349,PROP207144,5018212,5139144,Yes,9.47,Cancelled,,Cold Call,Website,urgent,Mid
DEAL328175,2023-06-05,CUST101063,BRK50334,PROP200948,10466114,11262141,No,11.44,Pending,,Cold Call,Google Ads,N/A,High
DEAL328176,2023-12-02,CUST102978,BRK50152,PROP200398,6111099,6329298,Yes,9.87,Closed,2023-12-15,Email Campaign,Facebook,??,Mid
DEAL328177,2020-10-19,CUST100995,BRK50023,PROP207250,9200724,8888715,No,7.86,Closed,2021-01-08,Referral,Broker Referral,client wants quick close,High
DEAL328178,2020-04-19,CUST102807,BRK50499,PROP205025,7751862,7473917,Yes,7.78,Closed,2020-07-12,Cold Call,Google Ads,,Mid
DEAL328179,2020-01-25,CUST104416,BRK50014,PROP206635,9757782,9744206,Yes,10.75,Closed,2020-03-14,Online Portal,Google Ads,,High
DEAL328180,2020-12-06,CUST100222,BRK50155,PROP201193,8656805,8428739,Yes,9.72,Cancelled,,Walk-in,Instagram,na,High
DEAL328181,2022-10-07,CUST102127,BRK50085,PROP203224,14059878,14496034,Yes,,Pending,,Social Media,Broker Referral,client wants quick close,High
DEAL328182,2024-02-27,CUST103854,BRK50429,PROP203283,13293425,13140888,Yes,9.68,Closed,2024-04-18,Email Campaign,Billboard,??,High
DEAL328183,2019-07-06,CUST101491,BRK50029,PROP202923,13551932,13132656,Yes,7.52,Closed,2019-09-10,Walk-in,Broker Referral,N/A,High
DEAL328184,2023-05-11,CUST101855,BRK50320,PROP204933,11150676,11626293,Yes,,Closed,2023-06-14,Cold Call,Google Ads,client wants quick close,High
DEAL328185,2025-04-27,CUST102457,BRK50282,PROP200257,11431499,11626607,No,,Cancelled,,Online Portal,Billboard,urgent,High
DEAL328186,2020-02-03,CUST100040,BRK50425,PROP206915,13086960,14129922,No,9.96,Pending,,Social Media,Website,urgent,High
DEAL328187,2022-08-13,CUST101390,BRK50017,PROP206843,8405439,9052844,No,8.14,Closed,2022-10-21,Online Portal,Website,client wants quick close,High
DEAL328188,2025-01-30,CUST103110,BRK50216,PROP206727,2574295,2627756,Yes,11.43,Closed,2025-04-10,Cold Call,Newspaper,,Low
DEAL328189,2021-06-24,CUST100297,BRK50208,PROP205855,2409271,2523049,Yes,10.37,Cancelled,,Email Campaign,Newspaper,ok,Low
DEAL328190,2021-04-30,CUST101437,BRK50168,PROP201814,15947435,16730306,Yes,10.99,Cancelled,,Referral,Broker Referral,,Luxury
DEAL328191,2020-11-03,CUST104445,BRK50480,PROP207621,3831802,3758880,Yes,,Closed,2020-12-29,Online Portal,Billboard,ok,Mid
DEAL328192,2022-08-25,CUST104833,BRK50296,PROP206837,9439823,9777387,Yes,11.08,Closed,2022-10-21,Email Campaign,Broker Referral,??,High
DEAL328193,2020-09-11,CUST102044,BRK50484,PROP205956,10838657,11155999,Yes,9.79,Closed,2020-11-22,Email Campaign,Google Ads,na,High
DEAL328194,2023-01-05,CUST102633,BRK50279,PROP204348,10070201,9675460,Yes,8.7,Closed,2023-02-16,Cold Call,Billboard,N/A,High
DEAL328195,2020-11-30,CUST104370,BRK50069,PROP204906,12957710,12905327,No,,Closed,2020-12-29,Social Media,Broker Referral,see email,High
DEAL328196,2021-08-12,CUST102682,BRK50425,PROP203392,12465792,12177829,Yes,,Pending,,Social Media,Billboard,,High
DEAL328197,2022-08-19,CUST100017,BRK50339,PROP207712,14308346,14663392,Yes,,Closed,2022-10-12,Online Portal,Google Ads,urgent,High
DEAL328198,2025-06-09,CUST104907,BRK50388,PROP202467,12518962,13183467,Yes,9.32,Pending,,Social Media,Website,client wants quick close,High
DEAL328199,2019-10-23,CUST104509,BRK50328,PROP206986,6827379,7207242,No,8.69,Closed,2019-11-20,Social Media,Broker Referral,N/A,Mid
DEAL328200,2018-07-11,CUST101591,BRK50284,PROP203123,11540831,11954647,No,8.68,Pending,,Online Portal,Billboard,N/A,High
DEAL328201,2024-03-05,CUST101633,BRK50169,PROP203839,3501414,3542207,Yes,8.73,Closed,2024-04-16,Online Portal,Google Ads,client wants quick close,Mid
DEAL328202,2023-07-17,CUST104858,BRK50167,PROP205843,6985540,7442713,Yes,9.22,Closed,2023-08-06,Cold Call,Facebook,na,Mid
DEAL328203,2024-10-19,CUST101957,BRK50149,PROP200165,10250245,10870862,Yes,7.88,Closed,2024-12-28,Email Campaign,Facebook,,High
DEAL328204,2019-03-29,CUST100144,BRK50312,PROP206667,4720234,4937860,Yes,10.67,Closed,2019-05-16,Cold Call,Instagram,see email,Mid
DEAL328205,2020-08-08,CUST104987,BRK50054,PROP207784,7435447,7522561,Yes,11.31,Closed,2020-10-22,Referral,Broker Referral,urgent,Mid
DEAL328206,2022-02-11,CUST100461,BRK50207,PROP207079,11707314,11710320,Yes,8.56,Closed,2022-03-17,Email Campaign,Broker Referral,,High
DEAL328207,2022-01-20,CUST103637,BRK50022,PROP205048,12465994,13163092,Yes,7.49,Pending,,Email Campaign,Newspaper,see email,High
DEAL328208,2021-10-18,CUST103612,BRK50491,PROP205048,12477259,13367558,No,10.04,Closed,2021-11-28,Cold Call,Google Ads,,High
DEAL328209,2024-11-08,CUST103755,BRK50384,PROP200114,7781225,7960124,Yes,8.38,Closed,2025-01-07,Referral,Broker Referral,see email,Mid
DEAL328210,2023-10-11,CUST104484,BRK50317,PROP201178,12959772,13711489,Yes,7.57,Closed,2023-12-17,Walk-in,Facebook,,High
DEAL328211,2018-03-28,CUST104577,BRK50033,PROP201988,15502584,15243539,No,8.11,Cancelled,,Email Campaign,Facebook,ok,Luxury
DEAL328212,2022-12-14,CUST102923,BRK50392,PROP202025,6069939,6392804,No,9.3,Closed,2023-02-13,Walk-in,Instagram,,Mid
DEAL328213,2019-08-21,CUST101304,BRK50401,PROP200691,9883133,10117101,Yes,8.3,Cancelled,,Email Campaign,Google Ads,??,High
DEAL328214,2022-11-03,CUST103083,BRK50069,PROP201036,9977910,9894320,Yes,11.11,Closed,2023-01-14,Cold Call,Google Ads,na,High
DEAL328215,2024-08-20,CUST104840,BRK50015,PROP203891,10297731,10174538,Yes,7.4,Closed,2024-10-01,Email Campaign,Website,ok,High
DEAL328216,2021-11-15,CUST100668,BRK50023,PROP201231,9589773,9543034,No,10.25,Closed,2021-11-28,Email Campaign,Newspaper,urgent,High
DEAL328217,2020-08-26,CUST103501,BRK50141,PROP200274,8308189,8673559,No,9.28,Closed,2020-09-06,Social Media,Facebook,see email,High
DEAL328218,2020-05-04,CUST100041,BRK50324,PROP206357,5673281,5645158,Yes,9.39,Pending,,Cold Call,Google Ads,,Mid
DEAL328219,2020-07-30,CUST102287,BRK50258,PROP203804,8420193,8298849,No,11.42,Closed,2020-10-17,Walk-in,Broker Referral,urgent,High
DEAL328220,2024-09-10,CUST103235,BRK50224,PROP200062,9466774,9202734,Yes,11.25,Closed,2024-11-02,Social Media,Broker Referral,see email,High
DEAL328221,2023-07-05,CUST101261,BRK50172,PROP206947,9534515,9945053,Yes,9.04,Closed,2023-07-25,Cold Call,Instagram,??,High
DEAL328222,2021-04-21,CUST103690,BRK50365,PROP207386,2077333,2203104,Yes,9.26,Closed,2021-07-07,Social Media,Instagram,client wants quick close,Low
DEAL328223,2018-10-15,CUST104607,BRK50086,PROP207520,7029657,6991508,Yes,9.5,Closed,2018-12-17,Email Campaign,Google Ads,urgent,Mid
DEAL328224,2022-12-21,CUST104704,BRK50321,PROP205404,11747219,12183740,No,8.85,Closed,2023-02-16,Online Portal,Broker Referral,ok,High
DEAL328225,2022-08-13,CUST102461,BRK50328,PROP207863,7692337,7780120,Yes,11.5,Closed,2022-10-05,Cold Call,Facebook,??,Mid
DEAL328226,2020-12-27,CUST100604,BRK50058,PROP204959,2123346,2209720,Yes,,Closed,2021-03-25,Online Portal,Google Ads,ok,Low
DEAL328227,2024-08-12,CUST102280,BRK50078,PROP201748,7937786,8505926,Yes,7.94,Closed,2024-08-22,Walk-in,Newspaper,??,High
DEAL328228,2023-02-20,CUST100664,BRK50344,PROP207021,12623641,13090896,Yes,11.03,Closed,2023-05-11,Referral,Newspaper,client wants quick close,High
DEAL328229,2019-01-16,CUST102025,BRK50271,PROP201709,7149195,7215109,No,11.11,Closed,2019-02-17,Online Portal,Facebook,,Mid
DEAL328230,2020-12-28,CUST100276,BRK50153,PROP204397,5078243,5429344,Yes,11.31,Closed,2021-01-13,Walk-in,Instagram,N/A,Mid
DEAL328231,2020-06-24,CUST103086,BRK50294,PROP204410,1835039,1874436,Yes,8.46,Cancelled,,Walk-in,Google Ads,client wants quick close,Low
DEAL328232,2020-10-03,CUST100779,BRK50324,PROP201331,9944775,10670475,Yes,7.95,Closed,2020-12-23,Online Portal,Billboard,client wants quick close,High
DEAL328233,2018-03-01,CUST102343,BRK50376,PROP201868,6115841,6013502,Yes,,Cancelled,,Social Media,Billboard,ok,Mid
DEAL328234,2022-09-19,CUST100449,BRK50244,PROP203139,5943713,6048746,Yes,10.93,Cancelled,,Cold Call,Billboard,client wants quick close,Mid
DEAL328235,2018-01-08,CUST102215,BRK50409,PROP207986,13004062,13403392,Yes,8.3,Closed,2018-04-07,Referral,Website,see email,High
DEAL328236,2019-09-08,CUST104502,BRK50244,PROP203937,7243137,7406238,No,7.99,Cancelled,,Cold Call,Instagram,ok,Mid
DEAL328237,2018-06-13,CUST104597,BRK50446,PROP207387,1427298,1449821,Yes,10.89,Pending,,Referral,Newspaper,client wants quick close,Low
DEAL328238,2023-11-17,CUST101145,BRK50332,PROP205944,11593800,12413919,Yes,8.01,Pending,,Online Portal,Billboard,ok,High
DEAL328239,2024-05-14,CUST104558,BRK50155,PROP202448,12822837,13658026,No,8.66,Closed,2024-07-10,Cold Call,Google Ads,client wants quick close,High
DEAL328240,2024-04-19,CUST100566,BRK50276,PROP206646,8585005,8472268,Yes,,Pending,,Social Media,Instagram,ok,High
DEAL328241,2025-08-02,CUST103985,BRK50011,PROP203811,7016926,7497720,Yes,11.16,Closed,2025-08-18,Cold Call,Newspaper,see email,Mid
DEAL328242,2020-10-23,CUST104707,BRK50418,PROP201566,10970400,11254801,Yes,7.73,Pending,,Social Media,Newspaper,,High
DEAL328243,2020-09-06,CUST103118,BRK50250,PROP205143,6517310,6785861,Yes,8.65,Closed,2020-10-13,Referral,Google Ads,,Mid
DEAL328244,2020-02-13,CUST104475,BRK50106,PROP207928,7299047,7086112,Yes,10.95,Closed,2020-03-22,Online Portal,Google Ads,ok,Mid
DEAL328245,2024-08-01,CUST102884,BRK50098,PROP207092,10722105,10673392,Yes,9.71,Closed,2024-10-13,Social Media,Google Ads,N/A,High
DEAL328246,2021-03-04,CUST104608,BRK50175,PROP201999,11129800,10641927,No,9.08,Pending,,Cold Call,Newspaper,urgent,High
DEAL328247,2020-10-13,CUST102619,BRK50174,PROP203323,7714357,8004729,No,8.58,Closed,2020-10-26,Cold Call,Google Ads,urgent,High
DEAL328248,2020-04-10,CUST103065,BRK50175,PROP202925,6867729,6895809,Yes,8.15,Closed,2020-06-18,Referral,Facebook,,Mid
DEAL328249,2022-07-25,CUST103749,BRK50210,PROP201281,6429797,6370121,No,10.86,Closed,2022-10-01,Walk-in,Newspaper,urgent,Mid
DEAL328250,2021-01-30,CUST101332,BRK50411,PROP204529,4031240,4298131,Yes,8.31,Closed,2021-04-16,Cold Call,Broker Referral,see email,Mid
DEAL328251,2020-10-21,CUST100684,BRK50223,PROP203707,14039200,15042163,Yes,11.36,Closed,2020-12-18,Cold Call,Broker Referral,see email,Luxury
DEAL328252,2024-11-21,CUST104156,BRK50369,PROP203723,11016163,11574255,No,8.76,Closed,2024-12-25,Walk-in,Facebook,ok,High
DEAL328253,2023-02-12,CUST101781,BRK50240,PROP206702,9684641,9442492,Yes,9.93,Closed,2023-04-21,Referral,Facebook,ok,High
DEAL328254,2022-10-04,CUST104564,BRK50371,PROP207390,8952648,8783862,No,11.32,Closed,2022-11-07,Cold Call,Newspaper,,High
DEAL328255,2018-09-22,CUST102367,BRK50374,PROP203261,5114114,5440395,Yes,10.36,Closed,2018-11-05,Walk-in,Google Ads,,Mid
DEAL328256,2023-09-26,CUST101829,BRK50166,PROP205577,4272047,4359144,Yes,10.01,Closed,2023-10-27,Online Portal,Google Ads,??,Mid
DEAL328257,2019-07-29,CUST104709,BRK50127,PROP207564,7139946,6988752,No,,Closed,2019-08-10,Online Portal,Instagram,ok,Mid
DEAL328258,2018-09-19,CUST103888,BRK50195,PROP201464,12344289,12076526,Yes,8.59,Cancelled,,Social Media,Instagram,see email,High
DEAL328259,2024-08-18,CUST100883,BRK50120,PROP206164,8659014,8571573,Yes,10.97,Pending,,Walk-in,Website,ok,High
DEAL328260,2023-03-24,CUST101924,BRK50303,PROP206180,8630180,8434336,Yes,11.47,Closed,2023-05-14,Walk-in,Broker Referral,??,High
DEAL328261,2019-03-03,CUST103988,BRK50054,PROP206571,12600047,13210477,Yes,7.13,Closed,2019-04-07,Walk-in,Newspaper,N/A,High
DEAL328262,2025-08-20,CUST103830,BRK50280,PROP207810,9342151,8883084,Yes,9.71,Cancelled,,Walk-in,Facebook,ok,High
DEAL328263,2022-09-08,CUST102522,BRK50452,PROP205828,8815424,8604135,No,9.44,Cancelled,,Online Portal,Instagram,??,High
DEAL328264,2019-11-22,CUST101150,BRK50167,PROP200325,9632107,10388010,Yes,11.22,Cancelled,,Walk-in,Website,,High
DEAL328265,2022-07-20,CUST100464,BRK50217,PROP202196,10293931,9893612,Yes,10.82,Cancelled,,Social Media,Website,na,High
DEAL328266,2022-01-10,CUST104710,BRK50043,PROP205403,4325434,4389670,Yes,10.04,Pending,,Walk-in,Website,client wants quick close,Mid
DEAL328267,2020-09-02,CUST100829,BRK50059,PROP202133,9261769,9526975,No,9.41,Closed,2020-10-11,Walk-in,Billboard,,High
DEAL328268,2024-12-13,CUST100271,BRK50155,PROP204981,10686392,11349576,Yes,9.66,Cancelled,,Email Campaign,Broker Referral,urgent,High
DEAL328269,2018-10-02,CUST103744,BRK50428,PROP200191,14859389,15907017,No,,Closed,2018-11-10,Cold Call,Google Ads,na,Luxury
DEAL328270,2024-03-21,CUST100317,BRK50080,PROP204498,2774823,2892925,No,,Closed,2024-06-17,Email Campaign,Facebook,ok,Low
DEAL328271,2023-09-11,CUST101977,BRK50322,PROP201450,3989970,4080703,Yes,8.78,Closed,2023-11-26,Walk-in,Instagram,,Mid
DEAL328272,2020-09-26,CUST102443,BRK50129,PROP206424,10512113,10566658,No,10.53,Closed,2020-11-04,Walk-in,Website,client wants quick close,High
