property_id,age_years,condition,hoa_fee,energy_rating,school_score,walk_score,amenity_CCTV,amenity_Club House,amenity_Garden,amenity_Gym,amenity_Intercom,amenity_Lift,amenity_Parking,amenity_Play Area,amenity_Pool,amenity_Power Backup,amenity_Security,amenity_Wifi
PROP206445,30.0,New,2138.0,B,86.0,71.0,0,0,0,0,1,1,0,0,1,0,1,0
PROP206446,36.0,Old,1651.0,E,61.0,80.0,0,0,1,1,0,0,1,0,1,0,1,0
PROP206447,10.0,New,2286.0,C,76.0,65.0,0,0,1,0,0,0,0,0,1,0,0,0
PROP206448,24.0,Old,3907.0,B,51.0,88.0,0,0,0,1,0,0,0,1,0,1,0,0
PROP206449,20.0,New,3558.0,A,54.0,96.0,1,0,0,0,0,1,0,0,0,0,0,0
PROP206450,24.0,Old,2480.0,A,46.0,55.0,1,0,0,0,1,0,0,0,0,1,1,0
PROP206451,9.0,Old,2480.0,F,78.0,87.0,0,0,0,0,0,1,1,0,0,0,1,0
PROP206452,27.0,Old,5485.0,F,69.0,43.0,1,0,0,0,0,0,0,0,0,0,1,0
PROP206453,13.0,Good,2693.0,A,75.0,40.0,0,0,0,0,1,0,0,0,1,0,1,0
PROP206454,16.0,Needs Renovation,562.0,F,76.0,83.0,1,1,0,0,0,0,1,0,0,0,0,1
PROP206455,2.0,New,2336.0,D,78.0,61.0,0,0,0,0,1,0,1,0,0,1,1,0
PROP206456,14.0,New,1750.0,C,84.0,88.0,1,0,0,1,1,0,0,0,1,0,0,0
PROP206457,,Needs Renovation,620.0,B,87.0,73.0,1,0,1,1,1,0,0,0,0,1,0,0
PROP206458,0.0,Old,2411.0,C,42.0,43.0,1,0,0,0,0,0,0,1,1,0,1,1
PROP206459,25.0,Needs Renovation,3866.0,E,45.0,48.0,0,0,0,0,1,0,0,1,1,0,0,0
PROP206460,32.0,Good,1578.0,A,,,1,0,0,0,0,0,0,1,0,1,0,1
PROP206461,20.0,Needs Renovation,1543.0,D,70.0,35.0,0,0,1,0,0,0,1,0,1,0,1,1
PROP206462,33.0,Needs Renovation,1963.0,E,63.0,53.0,1,0,0,0,0,1,1,0,1,1,0,0
PROP206463,39.0,Old,2313.0,E,63.0,,0,1,1,0,0,0,1,0,0,0,0,1
PROP206464,17.0,New,1441.0,A,53.0,34.0,1,0,0,0,0,0,0,1,0,0,1,0
PROP206465,9.0,Good,1259.0,B,,68.0,0,0,0,0,1,0,0,1,1,0,0,0
PROP206466,0.0,Needs Renovation,2480.0,F,82.0,48.0,0,1,1,0,0,1,1,0,0,0,0,0
PROP206467,35.0,Old,2480.0,A,80.0,58.0,0,1,0,0,0,0,0,0,1,1,1,0
PROP206468,11.0,Good,650.0,E,63.0,34.0,0,0,0,0,1,0,0,0,0,1,0,0
PROP206469,0.0,Old,970.0,D,70.0,76.0,0,1,0,1,0,0,0,0,0,0,0,0
PROP206470,26.0,New,1615.0,A,87.0,65.0,1,0,0,0,0,0,1,0,0,0,0,0
PROP206471,14.0,Needs Renovation,3019.0,D,58.0,62.0,0,1,0,1,1,0,0,1,1,0,0,0
PROP206472,24.0,Old,3450.0,F,64.0,40.0,0,1,0,0,0,0,0,0,1,1,1,1
PROP206473,33.0,Old,1772.0,E,93.0,86.0,0,1,0,0,0,0,0,0,1,0,0,1
PROP206474,16.0,Old,695.0,B,42.0,80.0,0,1,0,0,0,1,0,1,0,0,1,0
PROP206475,34.0,New,864.0,E,71.0,88.0,0,1,1,0,1,0,1,0,1,0,0,0
PROP206476,37.0,Good,1893.0,F,81.0,85.0,0,0,0,0,0,0,0,1,1,1,1,0
PROP206477,25.0,New,2709.0,C,75.0,48.0,0,0,0,1,0,0,0,0,0,1,1,0
PROP206478,20.0,Needs Renovation,4499.0,C,54.0,98.0,0,0,0,0,0,0,1,1,0,0,0,1
PROP206479,5.0,New,1252.0,F,45.0,38.0,1,0,1,0,0,0,0,0,1,1,0,1
PROP206480,11.0,Good,3998.0,C,83.0,82.0,1,1,0,0,0,1,0,0,1,0,0,1
PROP206481,16.0,Good,3344.0,E,47.0,,0,1,0,1,0,0,0,1,1,1,0,0
PROP206482,37.0,Needs Renovation,4251.0,D,58.0,31.0,0,1,1,0,0,1,0,0,1,0,0,0
PROP206483,31.0,Old,2772.0,C,40.0,34.0,1,0,0,0,0,1,0,0,1,1,1,0
PROP206484,0.0,New,2359.0,C,64.0,73.0,0,0,1,1,0,0,0,1,0,0,0,0
PROP206485,1.0,Good,2305.0,F,54.0,49.0,0,1,0,0,0,1,0,0,0,1,0,1
PROP206486,,Old,3759.0,A,68.0,60.0,0,1,1,0,1,0,0,0,0,0,0,0
PROP206487,11.0,Good,212.0,E,53.0,38.0,0,0,1,1,0,0,0,0,0,1,0,0
PROP206488,25.0,Needs Renovation,2480.0,D,94.0,92.0,0,0,0,0,0,0,0,1,1,0,1,0
PROP206489,11.0,Good,3328.0,C,73.0,46.0,0,1,0,0,1,0,0,1,0,1,0,0
PROP206490,36.0,Good,2994.0,E,66.0,72.0,0,0,0,0,0,0,1,0,0,0,0,1
PROP206491,20.0,New,3043.0,A,47.0,,0,1,0,0,0,0,0,0,0,1,0,0
PROP206492,22.0,Old,2913.0,C,83.0,87.0,0,1,1,0,0,1,0,1,0,0,0,1
PROP206493,17.0,New,2419.0,F,86.0,54.0,0,0,0,1,1,0,0,0,0,0,0,0
PROP206494,,Needs Renovation,279.0,E,80.0,43.0,0,0,1,0,0,0,0,1,0,0,1,0
PROP206495,5.0,New,4310.0,B,79.0,89.0,0,0,0,0,0,0,1,1,0,0,0,0
PROP206496,14.0,Needs Renovation,4044.0,F,59.0,34.0,0,0,0,0,0,0,0,0,0,1,0,1
PROP206497,6.0,Old,4339.0,A,42.0,79.0,0,0,0,1,0,0,1,0,1,0,1,0
PROP206498,10.0,Good,644.0,D,48.0,92.0,0,0,0,0,1,0,0,0,1,0,0,1
PROP206499,28.0,Old,2480.0,F,99.0,80.0,0,1,0,0,1,0,0,0,0,1,0,0
PROP206500,39.0,New,2744.0,A,46.0,78.0,1,0,1,0,0,0,1,0,0,0,0,1
PROP206501,37.0,Old,3689.0,A,88.0,98.0,1,0,0,0,0,0,1,0,1,0,0,1
PROP206502,9.0,Good,4617.0,D,95.0,78.0,0,1,0,0,0,0,1,1,0,0,0,0
PROP206503,5.0,New,3541.0,D,65.0,58.0,1,0,0,1,0,0,0,0,0,0,0,0
PROP206504,6.0,New,3048.0,A,80.0,60.0,0,1,0,0,1,0,0,1,0,0,1,0
PROP206505,36.0,Old,5456.0,E,,35.0,1,0,1,0,1,0,0,0,1,0,0,0
PROP206506,1.0,Old,3158.0,B,74.0,59.0,0,0,0,0,1,0,1,0,0,1,0,0
PROP206507,36.0,Needs Renovation,1731.0,C,76.0,43.0,0,0,0,0,1,1,0,0,0,1,0,0
PROP206508,16.0,New,2480.0,E,98.0,,0,0,1,0,0,0,0,0,1,0,0,0
PROP206509,12.0,Needs Renovation,5507.0,F,52.0,83.0,0,1,0,0,1,0,1,0,0,0,0,0
PROP206510,30.0,Needs Renovation,2976.0,E,64.0,31.0,1,0,0,1,0,0,0,0,0,0,0,0
PROP206511,24.0,Needs Renovation,2931.0,E,62.0,75.0,1,0,0,0,0,1,1,0,0,0,1,1
PROP206512,25.0,Needs Renovation,2480.0,F,87.0,98.0,1,0,0,0,0,0,0,1,0,1,0,1
PROP206513,8.0,Needs Renovation,2696.0,D,54.0,86.0,1,0,1,1,0,0,0,0,0,0,0,1
PROP206514,13.0,New,2480.0,A,85.0,83.0,1,0,0,0,0,0,1,0,0,1,0,0
PROP206515,22.0,Old,2022.0,C,45.0,45.0,0,0,0,0,1,0,0,0,1,0,0,0
PROP206516,11.0,Good,1490.0,E,85.0,,1,0,1,0,0,1,0,1,0,0,0,0
PROP206517,28.0,Needs Renovation,1413.0,D,55.0,88.0,0,0,0,1,0,0,0,0,0,1,0,0
PROP206518,24.0,Old,1144.0,B,,59.0,0,0,0,0,1,0,0,0,1,1,1,0
PROP206519,9.0,Needs Renovation,3095.0,A,92.0,45.0,0,0,0,0,0,1,0,1,0,0,0,1
PROP206520,12.0,Needs Renovation,4110.0,A,,47.0,0,0,1,1,0,1,0,0,0,0,0,1
PROP206521,33.0,Needs Renovation,810.0,B,,31.0,0,0,1,0,0,0,0,0,1,0,0,1
PROP206522,11.0,New,2480.0,B,59.0,80.0,0,0,1,0,0,0,1,0,0,0,0,1
PROP206523,0.0,Old,558.0,C,88.0,69.0,1,0,0,0,1,1,0,1,0,0,1,0
PROP206524,26.0,Good,276.0,D,81.0,76.0,0,1,0,0,0,0,0,0,0,1,0,0
PROP206525,30.0,Old,221.0,A,77.0,61.0,1,0,0,1,0,0,0,1,0,0,1,1
PROP206526,10.0,Needs Renovation,1266.0,D,55.0,49.0,0,1,0,0,0,0,0,1,1,1,0,1
PROP206527,1.0,New,845.0,B,52.0,68.0,0,0,0,0,0,1,0,0,0,0,0,1
PROP206528,35.0,Needs Renovation,2849.0,B,,83.0,0,1,0,0,1,0,0,0,0,0,0,0
PROP206529,6.0,Old,2480.0,F,78.0,32.0,0,1,0,1,0,1,0,0,0,0,1,1
PROP206530,12.0,New,4374.0,B,96.0,,0,1,0,0,1,0,0,0,1,1,0,0
PROP206531,37.0,Old,999.0,E,92.0,68.0,0,1,0,0,0,1,0,0,0,0,0,0
PROP206532,31.0,New,0.0,C,51.0,94.0,0,0,0,0,1,0,1,1,1,0,0,1
PROP206533,18.0,Needs Renovation,2570.0,D,85.0,88.0,1,0,0,0,0,1,0,0,0,0,0,0
PROP206534,20.0,Old,3292.0,C,94.0,67.0,1,1,0,0,1,0,1,0,1,0,0,0
PROP206535,9.0,Needs Renovation,3360.0,C,73.0,59.0,1,0,1,0,0,0,0,0,0,0,1,0
PROP206536,10.0,New,1850.0,E,69.0,98.0,0,1,1,0,0,0,0,0,0,0,0,1
PROP206537,22.0,Needs Renovation,3052.0,E,84.0,61.0,1,0,0,0,0,1,0,0,0,0,1,0
PROP206538,9.0,Old,2444.0,D,95.0,44.0,0,0,0,0,1,0,0,1,0,1,1,0
PROP206539,,New,506.0,B,44.0,72.0,0,0,0,0,0,0,1,0,0,1,0,0
PROP206540,9.0,New,2288.0,E,82.0,41.0,0,0,0,1,0,1,0,0,1,0,0,0
PROP206541,34.0,New,678.0,C,55.0,78.0,0,0,0,1,1,0,1,0,0,0,1,0
PROP206542,9.0,Needs Renovation,296.0,C,40.0,81.0,1,0,1,0,0,0,0,0,1,0,0,0
PROP206543,14.0,Old,716.0,E,95.0,42.0,0,0,0,1,0,0,0,0,0,0,0,1
PROP206544,20.0,Needs Renovation,2817.0,D,45.0,67.0,0,1,0,1,0,0,1,0,0,0,0,0
PROP206545,16.0,New,2262.0,C,,69.0,0,1,0,0,0,0,0,0,1,0,0,0
PROP206546,32.0,Old,1593.0,E,62.0,78.0,1,0,1,1,0,0,1,0,0,0,0,1
PROP206547,20.0,Needs Renovation,1601.0,C,50.0,32.0,1,1,0,1,0,0,0,0,1,0,1,0
PROP206548,22.0,Needs Renovation,2713.0,C,75.0,60.0,0,0,0,0,1,0,0,0,1,1,0,0
PROP206549,26.0,Needs Renovation,2366.0,F,73.0,96.0,0,0,0,0,0,0,1,0,1,0,1,1
PROP206550,20.0,New,266.0,D,52.0,66.0,0,0,1,0,0,1,0,0,1,0,1,0
PROP206551,19.0,New,3392.0,B,93.0,48.0,1,0,0,0,0,0,0,0,0,0,0,1
PROP206552,29.0,Needs Renovation,1884.0,B,,66.0,1,0,0,0,0,0,1,0,1,0,0,1
PROP206553,30.0,Needs Renovation,4603.0,C,74.0,82.0,0,1,0,0,0,0,0,1,0,0,1,0
PROP206554,16.0,Good,3247.0,E,68.0,37.0,1,1,0,0,0,0,0,0,1,0,1,0
PROP206555,13.0,Good,2822.0,A,67.0,,1,1,0,0,0,0,0,0,0,0,1,1
PROP206556,36.0,Good,562.0,C,49.0,96.0,0,0,0,0,1,0,0,1,0,0,1,0
PROP206557,10.0,Old,448.0,A,,80.0,1,1,0,0,1,1,0,0,0,1,0,0
PROP206558,21.0,Old,1931.0,F,80.0,32.0,0,0,0,0,1,1,0,0,0,0,0,0
PROP206559,36.0,Needs Renovation,1008.0,B,52.0,97.0,0,0,0,0,0,0,1,0,0,1,0,0
PROP206560,4.0,Old,2273.0,D,62.0,60.0,0,1,0,0,0,0,0,1,0,1,0,1
PROP206561,,Needs Renovation,1406.0,A,77.0,74.0,1,0,0,0,0,0,0,0,0,0,1,0
PROP206562,4.0,Old,1659.0,E,73.0,53.0,1,1,0,0,0,0,0,0,0,0,0,0
PROP206563,38.0,Old,4332.0,A,56.0,89.0,1,0,1,0,0,0,1,0,1,0,1,0
PROP206564,34.0,Old,3478.0,A,,77.0,0,0,0,0,0,0,1,1,0,1,0,0
PROP206565,25.0,Good,1310.0,F,43.0,62.0,0,0,0,1,0,0,0,1,0,1,1,1
PROP206566,36.0,New,2401.0,D,73.0,45.0,0,0,0,0,0,1,0,0,1,1,1,0
PROP206567,7.0,Old,2970.0,E,52.0,71.0,0,1,0,1,0,0,1,0,1,1,0,0
PROP206568,6.0,New,1133.0,F,40.0,60.0,1,1,0,0,1,0,0,0,1,0,0,0
PROP206569,39.0,New,2801.0,E,83.0,75.0,0,0,0,1,1,0,0,0,0,0,0,0
PROP206570,8.0,Old,3098.0,D,73.0,49.0,0,1,0,0,0,0,0,0,0,1,0,1
PROP206571,19.0,Good,2480.0,E,86.0,89.0,0,0,1,0,0,1,0,0,0,0,1,1
PROP206572,27.0,Needs Renovation,2235.0,A,63.0,99.0,0,0,0,1,1,0,0,1,0,1,0,0
PROP206573,19.0,Needs Renovation,3882.0,E,73.0,43.0,0,0,0,0,0,0,0,0,1,1,0,0
PROP206574,37.0,Good,1823.0,A,,40.0,0,1,0,0,0,0,0,0,0,1,0,0
PROP206575,8.0,New,3200.0,E,59.0,63.0,1,0,0,1,0,0,0,0,1,0,0,0
PROP206576,20.0,Old,3846.0,D,91.0,55.0,1,0,0,1,0,0,0,1,0,0,1,1
PROP206577,23.0,Needs Renovation,3513.0,E,63.0,77.0,0,0,0,0,1,0,0,0,0,0,1,1
PROP206578,16.0,Good,2344.0,A,45.0,41.0,0,1,0,0,0,0,0,1,1,1,1,0
PROP206579,35.0,New,2011.0,E,93.0,75.0,0,0,0,0,1,1,0,0,1,1,1,0
PROP206580,20.0,Needs Renovation,683.0,E,43.0,41.0,1,0,0,0,0,0,0,0,1,0,0,0
PROP206581,24.0,Old,3299.0,A,59.0,37.0,0,0,1,0,1,1,1,0,0,0,1,0
PROP206582,35.0,Old,4048.0,E,58.0,54.0,1,0,0,0,1,0,0,1,0,0,0,0
PROP206583,16.0,Old,2480.0,C,98.0,63.0,0,1,0,1,0,1,0,0,0,0,0,0
PROP206584,23.0,Old,3203.0,A,93.0,60.0,1,0,0,0,1,1,1,0,0,0,1,0
PROP206585,16.0,Good,1237.0,A,78.0,80.0,1,0,0,1,0,0,0,0,0,1,1,0
PROP206586,36.0,Needs Renovation,3547.0,D,57.0,40.0,1,0,0,0,1,1,1,0,0,0,1,0
PROP206587,3.0,New,2926.0,A,91.0,30.0,0,0,0,0,1,1,1,0,0,1,1,0
PROP206588,37.0,Needs Renovation,1815.0,E,79.0,97.0,0,0,0,0,1,0,0,0,0,0,0,1
PROP206589,10.0,Needs Renovation,2710.0,B,48.0,92.0,0,0,0,0,1,0,1,1,0,0,0,1
PROP206590,15.0,Needs Renovation,2893.0,A,73.0,50.0,1,0,0,0,0,0,1,0,0,0,0,1
PROP206591,9.0,Good,1684.0,D,55.0,38.0,1,0,1,0,1,0,0,0,0,0,0,0
PROP206592,33.0,Good,1721.0,E,74.0,72.0,0,0,1,0,1,0,0,0,0,0,0,0
PROP206593,32.0,Good,702.0,A,87.0,87.0,1,0,0,0,1,0,0,1,0,0,0,0
PROP206594,38.0,Good,1272.0,E,72.0,84.0,0,0,0,1,0,1,0,0,1,0,0,0
PROP206595,32.0,Old,2513.0,C,54.0,62.0,0,1,1,1,0,0,0,0,1,1,0,0
PROP206596,30.0,Good,2480.0,C,43.0,88.0,0,0,0,0,1,0,0,0,0,0,0,1
PROP206597,27.0,New,4302.0,B,,81.0,1,1,0,1,1,0,0,0,1,0,0,0
PROP206598,20.0,New,3979.0,B,54.0,82.0,0,0,1,1,0,0,0,0,0,0,0,1
PROP206599,30.0,Needs Renovation,5863.0,D,53.0,95.0,0,0,0,0,0,0,1,1,1,1,1,0
PROP206600,13.0,New,1800.0,F,90.0,98.0,0,0,0,0,1,0,1,0,0,0,0,0
PROP206601,27.0,Needs Renovation,316.0,D,70.0,91.0,1,0,0,1,0,0,0,0,0,0,0,0
PROP206602,19.0,New,2818.0,E,55.0,32.0,1,0,0,0,0,1,1,0,1,1,0,0
PROP206603,21.0,New,1961.0,B,78.0,61.0,0,1,0,1,0,0,0,0,0,0,0,0
PROP206604,30.0,Needs Renovation,2511.0,F,,38.0,0,0,0,0,0,1,0,0,1,0,0,0
PROP206605,28.0,New,2604.0,D,58.0,94.0,0,0,0,0,0,0,1,1,0,0,0,0
PROP206606,11.0,Old,3314.0,C,40.0,60.0,0,0,1,0,1,0,0,0,1,0,1,0
PROP206607,30.0,Needs Renovation,2480.0,B,,76.0,0,0,0,0,1,0,0,0,1,0,0,1
PROP206608,16.0,New,3678.0,F,44.0,78.0,0,0,0,0,1,0,0,1,1,0,0,1
PROP206609,7.0,Old,975.0,F,61.0,41.0,1,0,0,1,0,0,1,1,0,0,1,0
PROP206610,16.0,Good,4418.0,D,78.0,50.0,0,0,0,0,0,0,0,0,0,0,1,1
PROP206611,36.0,New,5571.0,E,86.0,32.0,0,0,0,0,1,1,0,1,1,0,1,0
PROP206612,32.0,New,3485.0,E,69.0,75.0,0,1,0,0,0,1,0,0,0,0,1,0
PROP206613,29.0,Needs Renovation,3299.0,A,,57.0,0,0,0,1,0,0,1,0,0,0,0,1
PROP206614,18.0,Old,2480.0,D,,,0,1,0,0,0,1,0,0,0,0,0,0
PROP206615,11.0,New,2408.0,D,87.0,63.0,0,0,1,0,0,0,0,1,1,0,0,0
PROP206616,1.0,Needs Renovation,2223.0,F,54.0,72.0,0,1,1,1,0,1,0,0,0,0,1,0
PROP206617,10.0,New,4308.0,C,52.0,73.0,0,1,1,0,0,0,0,1,0,1,1,0
PROP206618,8.0,Needs Renovation,0.0,F,81.0,64.0,1,1,0,0,0,0,1,1,0,0,1,0
PROP206619,10.0,Needs Renovation,2054.0,B,67.0,60.0,0,0,0,0,1,1,0,0,0,1,0,0
PROP206620,31.0,Needs Renovation,2480.0,C,64.0,50.0,1,0,0,0,1,0,1,0,1,0,1,0
PROP206621,31.0,Old,2480.0,D,66.0,97.0,0,0,0,0,0,0,1,0,1,0,0,1
PROP206622,13.0,Good,2756.0,C,59.0,89.0,1,0,1,0,0,0,0,1,1,0,0,0
PROP206623,10.0,Good,601.0,F,62.0,67.0,0,1,0,0,0,0,0,1,1,1,1,0
PROP206624,12.0,Good,3029.0,A,62.0,80.0,1,0,0,0,0,1,0,0,0,1,1,0
PROP206625,34.0,Good,701.0,F,51.0,90.0,1,1,1,0,0,0,1,0,1,0,0,0
PROP206626,24.0,Good,2480.0,A,88.0,66.0,1,1,0,0,0,0,0,1,0,1,1,0
PROP206627,24.0,Needs Renovation,3407.0,A,,48.0,1,0,0,0,1,0,0,1,0,1,0,0
PROP206628,31.0,Needs Renovation,5166.0,C,81.0,34.0,1,0,0,0,0,0,0,1,0,0,0,0
PROP206629,3.0,Old,1159.0,B,53.0,70.0,0,0,1,0,1,0,1,1,0,0,0,0
PROP206630,26.0,Needs Renovation,248.0,F,56.0,59.0,1,1,0,0,1,1,0,0,0,1,0,0
PROP206631,11.0,Needs Renovation,2370.0,B,65.0,59.0,0,1,0,0,0,0,0,0,1,0,0,0
PROP206632,2.0,Good,1912.0,D,,,1,1,0,1,0,0,1,0,0,0,0,0
PROP206633,,Old,4459.0,A,48.0,92.0,0,0,0,1,0,1,1,0,0,0,0,0
PROP206634,12.0,Old,2480.0,E,75.0,39.0,0,0,0,0,0,0,0,1,0,1,0,0
PROP206635,27.0,Good,3131.0,D,96.0,68.0,0,0,0,1,0,0,0,0,0,0,1,1
PROP206636,7.0,Old,1620.0,A,46.0,77.0,0,0,0,0,1,0,0,1,0,0,0,0
PROP206637,37.0,Good,3065.0,C,42.0,49.0,0,0,0,1,0,0,1,0,0,1,1,1
PROP206638,21.0,Needs Renovation,2999.0,E,41.0,88.0,0,0,0,0,0,1,0,0,0,0,0,1
PROP206639,32.0,Needs Renovation,1645.0,D,94.0,62.0,0,0,1,1,0,0,1,1,1,0,0,0
PROP206640,22.0,Needs Renovation,3312.0,A,90.0,89.0,1,0,0,1,1,0,0,1,0,0,1,0
PROP206641,37.0,New,835.0,E,68.0,37.0,0,0,0,0,1,0,0,0,1,0,0,1
PROP206642,10.0,Needs Renovation,2533.0,A,52.0,45.0,0,0,1,0,0,0,0,1,0,0,0,0
PROP206643,37.0,Good,1901.0,C,92.0,45.0,0,0,0,0,0,0,0,1,1,0,1,1
PROP206644,21.0,New,2480.0,C,46.0,37.0,0,0,0,0,0,0,0,0,1,0,1,0
PROP206645,35.0,Good,1966.0,A,75.0,51.0,0,0,0,0,1,0,0,1,0,1,0,0
PROP206646,20.0,Good,2590.0,D,53.0,66.0,0,0,0,1,0,0,1,0,1,1,0,0
PROP206647,25.0,New,2489.0,F,93.0,91.0,0,1,0,0,1,0,1,1,0,0,0,1
PROP206648,26.0,Good,1433.0,F,75.0,73.0,1,0,1,0,0,0,0,1,0,1,0,0
PROP206649,5.0,Needs Renovation,1659.0,B,43.0,72.0,0,0,0,0,0,0,1,1,1,1,0,1
PROP206650,17.0,New,433.0,D,98.0,85.0,0,0,0,1,0,1,0,0,0,0,0,0
PROP206651,14.0,Old,2633.0,D,85.0,78.0,0,0,0,0,0,0,1,0,0,0,0,1
PROP206652,32.0,New,1704.0,E,86.0,30.0,1,1,1,1,0,0,0,0,1,0,0,0
PROP206653,11.0,New,1706.0,F,41.0,41.0,1,0,1,0,1,0,0,1,0,1,0,0
PROP206654,,Old,2480.0,E,99.0,51.0,0,1,1,1,0,0,1,0,0,1,0,0
PROP206655,18.0,New,2480.0,C,91.0,,0,1,0,1,1,0,0,0,0,0,0,1
PROP206656,,New,1493.0,A,74.0,34.0,0,1,0,1,0,0,0,0,0,1,0,0
PROP206657,36.0,Needs Renovation,5203.0,F,89.0,80.0,0,0,0,0,0,0,0,1,0,1,0,0
PROP206658,19.0,New,1044.0,F,97.0,89.0,1,1,0,0,0,0,0,0,0,0,0,0
PROP206659,,Needs Renovation,3136.0,A,81.0,98.0,1,1,0,0,1,0,0,1,0,0,0,1
PROP206660,31.0,Needs Renovation,1114.0,F,90.0,56.0,0,0,1,1,1,0,0,0,0,0,0,0
PROP206661,2.0,Good,3358.0,F,59.0,64.0,0,0,1,0,0,0,1,1,1,1,0,0
PROP206662,32.0,Good,685.0,C,92.0,34.0,0,1,1,0,0,1,0,1,0,0,0,1
PROP206663,33.0,New,1244.0,C,96.0,96.0,1,1,0,0,0,1,0,1,0,0,0,1
PROP206664,35.0,New,3294.0,B,51.0,48.0,1,0,0,0,0,0,0,0,0,0,1,1
PROP206665,16.0,Good,2387.0,B,53.0,35.0,1,1,0,1,0,1,0,0,0,1,0,0
PROP206666,34.0,Needs Renovation,715.0,E,,53.0,0,1,1,0,0,0,0,0,0,0,0,0
PROP206667,12.0,Old,2026.0,A,59.0,69.0,0,1,0,1,1,1,0,0,0,0,1,0
PROP206668,38.0,Good,2480.0,E,47.0,40.0,1,0,0,0,0,1,0,1,1,0,1,0
PROP206669,7.0,Old,1434.0,B,88.0,86.0,0,0,0,0,1,0,0,0,0,1,0,0
PROP206670,10.0,Good,3449.0,F,95.0,95.0,0,0,0,0,1,0,1,0,0,0,0,0
PROP206671,30.0,Good,945.0,C,83.0,64.0,0,0,0,1,0,0,0,0,1,0,0,0
PROP206672,18.0,Good,4590.0,F,95.0,45.0,0,0,1,0,0,1,0,1,1,0,0,1
PROP206673,1.0,Old,289.0,A,50.0,33.0,0,0,0,1,0,0,0,1,0,0,0,0
PROP206674,7.0,Good,1419.0,F,90.0,78.0,0,1,0,0,1,0,1,0,1,0,0,0
PROP206675,18.0,Good,2448.0,D,96.0,53.0,0,1,1,0,0,0,1,0,0,0,0,0
PROP206676,19.0,Needs Renovation,3383.0,E,96.0,30.0,0,1,0,0,0,0,1,0,0,0,0,0
PROP206677,27.0,Needs Renovation,1981.0,B,70.0,70.0,0,0,1,0,0,1,1,0,0,0,1,1
PROP206678,12.0,New,2571.0,F,87.0,56.0,0,0,1,0,1,0,1,0,0,0,0,0
PROP206679,38.0,New,385.0,F,92.0,64.0,1,0,0,0,0,1,0,1,0,0,0,1
PROP206680,6.0,Needs Renovation,1721.0,B,88.0,48.0,0,0,0,1,0,1,0,0,0,0,0,1
PROP206681,27.0,New,2480.0,E,65.0,44.0,1,0,0,0,0,0,1,0,0,0,0,0
PROP206682,2.0,Needs Renovation,4937.0,D,92.0,53.0,0,1,0,0,1,0,1,0,1,0,0,0
PROP206683,25.0,Needs Renovation,2480.0,C,51.0,75.0,0,0,1,1,0,0,1,0,0,1,0,1
PROP206684,8.0,Good,3111.0,A,74.0,83.0,0,1,1,1,0,1,0,0,0,1,0,0
PROP206685,16.0,Needs Renovation,3809.0,C,64.0,56.0,1,1,0,1,0,0,0,0,0,1,0,0
PROP206686,4.0,Needs Renovation,1836.0,A,72.0,47.0,0,0,0,1,0,0,0,0,0,0,1,1
PROP206687,39.0,New,2065.0,B,40.0,45.0,0,0,0,0,0,1,0,0,1,1,1,1
PROP206688,20.0,Old,2477.0,E,76.0,95.0,0,0,1,0,0,0,0,0,0,1,0,1
PROP206689,35.0,Old,5085.0,D,55.0,40.0,0,0,0,0,1,0,0,0,1,0,0,1
PROP206690,25.0,Good,1957.0,E,66.0,96.0,0,0,0,0,0,0,1,0,0,0,1,0
PROP206691,1.0,Good,1597.0,F,50.0,83.0,0,0,0,0,0,0,1,0,0,1,0,0
PROP206692,14.0,New,3345.0,D,75.0,69.0,0,0,1,1,1,0,0,0,0,0,0,1
PROP206693,26.0,Old,2066.0,D,66.0,90.0,0,0,0,0,0,0,0,0,1,0,1,0
PROP206694,32.0,Good,997.0,A,93.0,51.0,0,0,0,0,0,0,0,0,0,1,1,0
PROP206695,,Good,1697.0,F,57.0,93.0,0,0,1,1,1,0,0,0,0,0,1,1
PROP206696,15.0,Good,0.0,F,77.0,46.0,1,0,0,1,1,0,0,0,0,0,0,0
PROP206697,21.0,Old,3847.0,D,80.0,95.0,0,1,0,0,1,1,0,0,0,1,0,0
PROP206698,19.0,Good,720.0,C,96.0,45.0,1,0,0,0,1,0,0,1,1,0,0,0
PROP206699,35.0,Old,2871.0,D,85.0,49.0,1,1,0,0,0,0,1,1,0,0,0,1
PROP206700,28.0,New,1789.0,F,59.0,51.0,0,1,0,0,1,0,0,0,1,0,0,0
PROP206701,12.0,New,2307.0,C,,77.0,0,1,0,0,0,0,0,1,0,0,0,0
PROP206702,19.0,Old,2634.0,A,42.0,88.0,1,0,0,1,1,0,0,0,0,0,0,1
PROP206703,3.0,New,3835.0,B,95.0,67.0,0,0,0,0,0,0,0,1,0,0,0,1
PROP206704,4.0,Needs Renovation,2610.0,D,79.0,60.0,0,1,0,0,1,0,0,0,1,0,1,0
PROP206705,11.0,Old,2328.0,D,41.0,42.0,1,0,0,1,0,0,0,0,1,1,1,0
PROP206706,6.0,Old,1083.0,A,40.0,33.0,1,0,0,0,0,0,0,1,0,0,0,0
PROP206707,35.0,Needs Renovation,3530.0,E,93.0,56.0,0,0,0,1,1,0,0,0,0,0,0,0
