property_id,city,neighborhood,property_type,bedrooms,bathrooms,area_sqft,year_built,parking,furnishing,latitude,longitude,listing_price,status
PROP205655,Chennai,Malviya Nagar,Row House,2,3,1404,2013,Covered,Unfurnished,25.812148,75.105642,16561417,Withdrawn
PROP205656,Punna,Banjara Hills,Studio,2,2,439,1993,Yes,Semi-Furnished,24.47255,83.154021,6737583,Active
PROP205657,Kalkata,Satellite,Apartment,1,2,746,2006,Yes,Semi-Furnished,14.016202,85.705826,9299718,Under Offer
PROP205658,Bengaluru,Satellite,Studio,2,4,2112,2008,Yes,Unfurnished,12.907074,77.603757,8532614,Withdrawn
PROP205659,Jaipur,Andheri,Villa,4,1,1026,2002,Street,Semi-Furnished,21.996502,81.949937,2508879,Under Offer
PROP205660,Nodia,Satellite,Row House,1,,2093,2007,Street,Unfurnished,25.422394,80.013077,7723228,Sold
PROP205661,Bengaluru,Salt Lake,Penthouse,2,3,1234,2021,No,Unfurnished,26.913575,84.328952,10470458,Under Offer
PROP205662,Gurugram,Satellite,Plot,1,3,1697,1990,Yes,Furnished,13.397404,88.238147,5544665,Withdrawn
PROP205663,Poona,Althan,Apartment,1,2,1348,1987,Yes,Unfurnished,24.218725,87.650325,9064538,Active
PROP205664,Surat,Kothrud,Row House,2,1,1609,2017,Yes,Unfurnished,26.521344,76.626967,11051449,Under Offer
PROP205665,Noida,Sector 62,Plot,2,2,1477,2015,Street,Unfurnished,27.50925,77.130413,10590946,Withdrawn
PROP205666,Gurugrm,Althan,Apartment,2,1,1385,,Covered,Furnished,23.626916,78.971661,9971732,Under Offer
PROP205667,Mumbai,Salt Lake,Apartment,1,1,1069,2020,Yes,Unfurnished,26.571265,85.479603,7584479,Under Offer
PROP205668,Noida,Kothrud,Apartment,1,3,662,2021,Yes,Furnished,25.496736,83.384993,8061968,Withdrawn
PROP205669,Chennnai,Indiranagar,Penthouse,5,2,1547,1997,Yes,Unfurnished,15.488741,72.946771,14235379,Active
PROP205670,Surat,Banjara Hills,Penthouse,5,2,1048,1995,Yes,Semi-Furnished,18.690654,82.283376,13649682,Sold
PROP205671,Noida,Andheri,Penthouse,3,2,1000,1997,Street,Unfurnished,14.015483,77.989088,9549300,Sold
PROP205672,Surat,Andheri,Villa,3,3,912,2001,Street,Unfurnished,22.563829,85.617134,9132620,Sold
PROP205673,Jaipur,Kothrud,Penthouse,1,1,2045,2017,Covered,Semi-Furnished,13.340218,85.420415,4301095,Under Offer
PROP205674,Hyderabad,Kothrud,Studio,3,2,1158,2002,Street,Furnished,26.96347,80.496283,12398447,Sold
PROP205675,Bangalore,Kothrud,Row House,2,2,2206,2013,Covered,Furnished,27.560716,77.920941,8149791,Withdrawn
PROP205676,Ahmedabad,Kothrud,Villa,2,1,1207,2000,Yes,Unfurnished,23.501884,74.886142,9873612,Under Offer
PROP205677,Jaypur,Kothrud,Villa,2,3,1529,2022,Covered,Furnished,22.823964,86.730956,12869431,Active
PROP205678,New Delhi,Salt Lake,Row House,1,3,1304,1991,Covered,Semi-Furnished,17.922896,78.664426,8409480,Sold
PROP205679,Bengaluru,Sector 62,Studio,,3,1452,1996,Covered,Semi-Furnished,23.780222,84.061619,10421892,Withdrawn
PROP205680,Hyderabad,Banjara Hills,Studio,2,1,1465,1988,Street,Unfurnished,25.323254,72.835265,16665442,Sold
PROP205681,Bangalore,Malviya Nagar,Penthouse,2,1,686,2007,Street,Semi-Furnished,27.11756,84.31475,14287748,Active
PROP205682,Ahmedabad,Malviya Nagar,Row House,2,2,1041,1988,Yes,Semi-Furnished,22.439969,79.632089,11388055,Active
PROP205683,Poona,Kothrud,Penthouse,1,1,928,1990,Covered,Furnished,18.971718,75.783394,11501098,Under Offer
PROP205684,Mumbaai,Banjara Hills,Plot,2,2,1766,,No,Furnished,24.847583,74.878822,15414375,Sold
PROP205685,Noida,Andheri,Apartment,2,3,1206,2009,Yes,Unfurnished,20.905615,73.49941,6625329,Sold
PROP205686,Mumbay,DLF Phase 3,Villa,1,1,1042,1995,No,Furnished,27.378396,83.059176,10862867,Sold
PROP205687,Bengaluru,DLF Phase 3,Apartment,3,2,1538,2024,No,Unfurnished,24.671268,80.196143,13524014,Under Offer
PROP205688,Bengaluru,Satellite,Villa,1,2,961,1991,Street,Furnished,27.096253,88.346285,10766098,Active
PROP205689,Punna,Indiranagar,Row House,3,3,898,1980,Yes,Furnished,17.800219,84.413285,9741863,Under Offer
PROP205690,Surat,T Nagar,Row House,2,1,941,2004,No,Furnished,20.803934,76.97286,5735434,Under Offer
PROP205691,Calcutta,Satellite,Studio,2,2,1417,2023,Street,Semi-Furnished,27.390955,85.527769,10969984,Withdrawn
PROP205692,Gurugrm,Salt Lake,Penthouse,3,1,1386,1985,Covered,Semi-Furnished,17.079853,76.102354,10705539,Under Offer
PROP205693,Ahemdabad,Salt Lake,Villa,4,2,1047,2010,Street,Unfurnished,20.016134,74.74905,5848700,Under Offer
PROP205694,Ahemdabad,Althan,Apartment,4,1,162,2005,Yes,Furnished,27.89619,81.096267,5694541,Withdrawn
PROP205695,Hydrabad,Malviya Nagar,Studio,2,2,1358,2002,No,Semi-Furnished,26.611562,78.977504,3185157,Sold
PROP205696,Hydrabad,Satellite,Villa,3,3,1115,2019,Covered,Semi-Furnished,21.734394,75.733158,9547470,Under Offer
PROP205697,Hydrabad,Sector 62,Row House,3,1,915,2017,Street,Furnished,20.469751,86.498038,7512770,Under Offer
PROP205698,Chennnai,T Nagar,Studio,1,1,1910,,No,Semi-Furnished,15.776398,72.764798,8663327,Withdrawn
PROP205699,Ahemdabad,Salt Lake,Row House,3,2,741,1987,Covered,Unfurnished,18.445615,74.435147,3984291,Withdrawn
PROP205700,Mumbai,Kothrud,Studio,2,2,1418,,Covered,Unfurnished,21.528978,73.23877,6574146,Active
PROP205701,Calcutta,Althan,Penthouse,2,1,1003,2013,No,Furnished,21.093691,80.757293,10848539,Withdrawn
PROP205702,Jaipur,Sector 62,Plot,2,3,1220,1999,No,Semi-Furnished,24.586711,74.026312,10009321,Under Offer
PROP205703,Gurugrm,Banjara Hills,Apartment,2,3,1614,1986,Covered,Semi-Furnished,14.638667,72.618729,3862825,Withdrawn
PROP205704,Mumbaai,Andheri,Villa,2,2,806,,No,Unfurnished,25.558725,84.984236,10223143,Withdrawn
PROP205705,Bengaluru,Kothrud,Villa,4,2,959,1995,Covered,Furnished,25.098626,75.722454,7723348,Under Offer
PROP205706,Bangalore,DLF Phase 3,Studio,2,3,1459,2001,Covered,Unfurnished,19.153144,81.850425,12146780,Active
PROP205707,New Delhi,T Nagar,Penthouse,3,2,1081,1986,Street,Furnished,26.287069,73.856074,5171088,Withdrawn
PROP205708,Delhi,DLF Phase 3,Studio,2,3,1075,2018,Yes,Unfurnished,13.789299,76.772069,12049393,Withdrawn
PROP205709,Noida,Kothrud,Apartment,2,1,1229,1981,Covered,Furnished,26.570371,75.960371,5240189,Withdrawn
PROP205710,Noida,Satellite,Studio,2,2,907,2014,Yes,Unfurnished,14.486343,81.637562,8367510,Withdrawn
PROP205711,New Delhi,Malviya Nagar,Penthouse,1,2,1400,2017,No,Furnished,15.311554,75.376707,1807441,Active
PROP205712,Ahmedabad,Banjara Hills,Apartment,5,1,1520,,Street,Semi-Furnished,21.572729,77.280253,9747087,Sold
PROP205713,Gurgaon,Banjara Hills,Penthouse,1,2,767,2011,Yes,Unfurnished,16.254732,76.019288,9080968,Sold
PROP205714,Surrat,Sector 62,Apartment,2,2,667,2023,No,Furnished,23.538757,84.158144,9939568,Sold
PROP205715,Bengluru,Indiranagar,Studio,1,2,1518,2023,No,Unfurnished,15.861137,79.407655,13595106,Under Offer
PROP205716,Bengluru,Indiranagar,Villa,3,1,2268,1997,No,Furnished,16.780261,75.293604,9403129,Withdrawn
PROP205717,Noida,Malviya Nagar,Penthouse,2,2,1324,2011,Street,Unfurnished,19.452782,76.400287,9548327,Sold
PROP205718,Dehli,DLF Phase 3,Plot,2,2,483,1994,Yes,Furnished,24.795743,81.21646,11535462,Active
PROP205719,Chennnai,Indiranagar,Apartment,3,1,1270,,No,Semi-Furnished,25.867818,74.803924,13478715,Under Offer
PROP205720,Pune,T Nagar,Apartment,1,2,546,1982,Covered,Furnished,17.633328,82.856079,2327978,Under Offer
PROP205721,Surrat,Althan,Apartment,3,1,955,2005,Street,Furnished,23.226257,81.884979,2280525,Withdrawn
PROP205722,Bengluru,Andheri,Row House,1,2,1172,2008,Covered,Semi-Furnished,21.413893,85.516351,7737730,Withdrawn
PROP205723,Bengluru,DLF Phase 3,Penthouse,3,2,1188,1986,Yes,Semi-Furnished,14.373199,78.913596,6563199,Under Offer
PROP205724,Poona,Indiranagar,Villa,5,2,759,1989,Street,Unfurnished,26.97823,82.271711,6227575,Sold
PROP205725,Ahmedabad,Andheri,Row House,3,1,1935,2018,No,Unfurnished,22.232431,86.999201,8580894,Active
PROP205726,Ahmedabad,Sector 62,Apartment,2,1,742,1995,Yes,Furnished,18.019691,74.242235,6021965,Under Offer
PROP205727,Jaipur,Andheri,Studio,3,3,2012,2000,Yes,Semi-Furnished,28.56536,81.761279,14449178,Active
PROP205728,Delhi,Kothrud,Row House,2,2,1792,2003,Yes,Furnished,19.116072,74.310184,7836458,Active
PROP205729,Mumbaai,DLF Phase 3,Apartment,2,1,585,2000,Yes,Furnished,18.037704,80.830943,7426107,Under Offer
PROP205730,Dehli,Andheri,Plot,1,2,1654,2007,No,Unfurnished,22.453348,83.682636,7120906,Withdrawn
PROP205731,Ahmedabad,DLF Phase 3,Penthouse,3,1,1319,1992,Yes,Unfurnished,25.223314,78.762143,6739234,Sold
PROP205732,Calcutta,Sector 62,Studio,2,2,1022,2007,Covered,Semi-Furnished,22.209866,81.064909,12819503,Under Offer
PROP205733,Chennai,Satellite,Penthouse,1,2,768,1988,Yes,Unfurnished,16.843203,82.53879,9551473,Withdrawn
PROP205734,Surat,Banjara Hills,Studio,1,1,1108,2018,No,Unfurnished,20.310553,76.969346,3562786,Under Offer
PROP205735,Bengluru,T Nagar,Row House,1,1,1513,2006,Covered,Semi-Furnished,23.699817,79.361427,9060571,Sold
PROP205736,Kalkata,Indiranagar,Penthouse,2,1,1065,2024,No,Semi-Furnished,14.202734,78.800694,12058211,Active
PROP205737,Gurugram,Althan,Apartment,2,2,1434,2018,No,Unfurnished,18.157757,81.510209,11756387,Withdrawn
PROP205738,Jaypur,Malviya Nagar,Row House,3,2,1821,1995,Yes,Semi-Furnished,16.486327,80.913901,7576181,Sold
PROP205739,Ahmedabad,Malviya Nagar,Penthouse,3,2,1665,2014,Yes,Semi-Furnished,28.269453,79.996044,8138831,Active
PROP205740,Dehli,Malviya Nagar,Villa,2,1,712,2008,Street,Semi-Furnished,23.974535,76.630065,7505818,Withdrawn
PROP205741,Mumbay,Salt Lake,Studio,4,1,486,2012,No,Furnished,27.2011,81.866437,10168653,Sold
PROP205742,Gurgaon,T Nagar,Penthouse,2,1,994,1985,Yes,Furnished,19.502117,75.14907,4896123,Sold
PROP205743,New Delhi,Sector 62,Villa,2,2,1878,1992,Street,Semi-Furnished,13.606769,85.599384,10089756,Under Offer
PROP205744,Delhi,Sector 62,Studio,2,2,1319,1990,Street,Furnished,24.534971,75.839493,16184344,Under Offer
PROP205745,Calcutta,Althan,Row House,5,2,1237,1980,Street,Furnished,21.148331,81.712098,11411170,Under Offer
PROP205746,Gurugram,Sector 62,Penthouse,3,2,668,1985,No,Furnished,25.532592,74.640232,8266217,Sold
PROP205747,Nodia,Malviya Nagar,Studio,3,1,598,1996,No,Furnished,27.706174,76.879931,3617474,Withdrawn
PROP205748,Gurgaon,Kothrud,Penthouse,3,2,1689,1990,Street,Unfurnished,24.903958,77.94504,8331506,Active
PROP205749,Delhi,Andheri,Row House,2,3,1455,1985,Yes,Unfurnished,25.947109,79.490933,7220204,Withdrawn
PROP205750,Calcutta,Indiranagar,Apartment,3,1,1017,2001,Covered,Semi-Furnished,24.311323,73.450063,7210952,Sold
PROP205751,Pune,Salt Lake,Plot,1,1,1266,1981,Street,Semi-Furnished,24.491693,77.545465,8681931,Under Offer
PROP205752,Surat,Malviya Nagar,Studio,1,3,607,2020,No,Unfurnished,28.01528,77.060486,6940484,Active
PROP205753,Dehli,Salt Lake,Row House,1,2,1233,2003,Yes,Unfurnished,14.927646,88.299974,11267092,Under Offer
PROP205754,Surrat,Banjara Hills,Penthouse,3,2,1425,1997,Street,Unfurnished,27.931883,86.946391,13066191,Under Offer
PROP205755,Chennnai,T Nagar,Penthouse,2,1,1669,1991,Covered,Semi-Furnished,21.498856,82.667584,6470696,Under Offer
PROP205756,Nodia,Malviya Nagar,Villa,5,1,896,1982,Street,Furnished,16.245007,73.373943,9466296,Withdrawn
PROP205757,Pune,T Nagar,Villa,1,3,58,1992,Covered,Semi-Furnished,23.479287,75.346443,12249127,Withdrawn
PROP205758,Gurugram,Althan,Plot,1,3,1339,2004,Covered,Furnished,23.836702,87.129316,10332848,Under Offer
PROP205759,Kolkata,Malviya Nagar,Apartment,1,2,1058,2001,No,Furnished,15.084078,88.254457,8515341,Withdrawn
PROP205760,Hyderbad,Andheri,Villa,1,2,967,1997,Covered,Furnished,23.323171,83.897074,8905780,Active
PROP205761,Mumbaai,Banjara Hills,Studio,3,2,992,2016,No,Furnished,21.674941,76.275071,9634687,Withdrawn
PROP205762,Gurgaon,Althan,Apartment,2,3,730,2006,No,Semi-Furnished,13.32133,79.343205,6029025,Sold
PROP205763,Ahmedabad,Althan,Row House,,3,2263,1996,Covered,Furnished,16.994276,81.387895,2662531,Sold
PROP205764,Punna,Satellite,Row House,4,1,943,2004,Covered,Unfurnished,22.285962,72.727933,7624130,Withdrawn
PROP205765,Chennai,Indiranagar,Penthouse,3,1,1229,1986,Yes,Semi-Furnished,20.720278,78.00352,8923727,Under Offer
PROP205766,Noida,Kothrud,Studio,2,3,687,1990,Covered,Furnished,15.504213,77.203833,9905553,Withdrawn
PROP205767,Dehli,DLF Phase 3,Penthouse,2,2,1206,1995,Yes,Furnished,20.19842,87.4787,2299550,Sold
PROP205768,Ahemdabad,DLF Phase 3,Studio,3,2,1473,1982,Street,Semi-Furnished,13.847102,75.847429,7604440,Under Offer
PROP205769,Punna,Althan,Row House,2,1,99,1985,Covered,Unfurnished,13.256769,78.316695,8392434,Active
PROP205770,Poona,Kothrud,Apartment,2,1,469,1987,Street,Semi-Furnished,22.490605,78.362966,10441969,Under Offer
PROP205771,Bengluru,DLF Phase 3,Apartment,1,1,275,2020,No,Unfurnished,24.056558,88.376161,5862276,Sold
PROP205772,Hyderbad,Kothrud,Villa,2,1,1534,2013,Street,Furnished,17.68695,84.580088,4769682,Active
PROP205773,Hyderabad,T Nagar,Villa,1,2,1077,1994,Covered,Semi-Furnished,26.28608,77.856015,11706474,Sold
PROP205774,Dehli,Malviya Nagar,Row House,1,2,792,2001,Yes,Furnished,22.589847,76.684016,6866000,Withdrawn
PROP205775,Surrat,Salt Lake,Row House,1,1,969,,Yes,Furnished,25.867029,77.514769,3324798,Withdrawn
PROP205776,Ahmedabad,Malviya Nagar,Row House,2,1,1903,1999,Street,Semi-Furnished,13.67741,77.486482,6013944,Withdrawn
PROP205777,Jaypur,Banjara Hills,Villa,2,2,1070,1993,Street,Semi-Furnished,26.981143,76.603633,9647111,Active
PROP205778,Noida,Andheri,Penthouse,2,2,657,1988,Yes,Furnished,13.520999,79.570895,9837774,Active
PROP205779,Surat,Salt Lake,Plot,2,1,1026,2005,No,Unfurnished,21.377342,80.320413,11340013,Active
PROP205780,Gurugram,Satellite,Plot,3,1,2415,1985,Street,Unfurnished,23.437905,84.106646,9842227,Active
PROP205781,New Delhi,T Nagar,Plot,5,2,1457,2024,No,Unfurnished,22.60926,80.657881,8506422,Under Offer
PROP205782,Bengaluru,DLF Phase 3,Studio,2,1,2282,1987,No,Unfurnished,28.474055,81.464782,4524482,Withdrawn
PROP205783,Chennai,DLF Phase 3,Penthouse,1,2,1135,1981,Street,Unfurnished,25.70838,75.720759,13251394,Sold
PROP205784,Noida,Banjara Hills,Villa,2,1,622,1985,No,Furnished,28.505544,84.526334,13384461,Under Offer
PROP205785,Hyderbad,Indiranagar,Plot,3,1,861,1995,Covered,Unfurnished,18.525224,75.788719,7669999,Withdrawn
PROP205786,Gurugrm,DLF Phase 3,Studio,2,2,657,2008,Street,Furnished,18.790766,81.125059,9389889,Sold
PROP205787,Ahmedabad,DLF Phase 3,Row House,4,1,1697,1983,Yes,Semi-Furnished,16.085925,73.004697,7397893,Sold
PROP205788,Chennnai,Banjara Hills,Studio,2,2,731,2024,Street,Unfurnished,22.689145,78.843076,6641568,Active
PROP205789,Gurugrm,Malviya Nagar,Studio,1,2,1256,2019,Yes,Furnished,13.197512,84.028902,9816118,Withdrawn
PROP205790,Noida,Andheri,Studio,1,1,930,2021,Covered,Semi-Furnished,20.827295,88.345699,8589528,Sold
PROP205791,Pune,Indiranagar,Plot,1,1,1481,2021,Street,Semi-Furnished,18.274785,74.072924,9514841,Under Offer
PROP205792,Mumbay,Kothrud,Plot,2,2,1045,2016,Street,Furnished,19.675638,83.380718,13545862,Withdrawn
PROP205793,New Delhi,Kothrud,Studio,1,3,2126,2017,No,Semi-Furnished,21.702186,83.278626,13620698,Sold
PROP205794,Chennnai,Althan,Plot,1,,1202,2015,No,Unfurnished,15.881409,85.448381,5301578,Active
PROP205795,Calcutta,Indiranagar,Plot,3,2,2095,1997,No,Semi-Furnished,18.846249,86.82026,8827675,Withdrawn
PROP205796,Mumbaai,Sector 62,Row House,3,1,735,1995,Street,Unfurnished,26.540324,85.266886,6967717,Under Offer
PROP205797,Hyderabad,Satellite,Apartment,4,1,1819,2007,Yes,Furnished,13.275107,80.125807,6635604,Withdrawn
PROP205798,Surat,Banjara Hills,Plot,1,2,866,1999,Street,Semi-Furnished,16.850082,84.728571,8332995,Active
PROP205799,Gurugram,Sector 62,Studio,3,2,1343,2020,Yes,Furnished,16.9203,79.256541,5562879,Active
PROP205800,Gurugrm,Althan,Row House,1,2,1256,2019,No,Furnished,28.484266,82.402693,11210785,Withdrawn
PROP205801,Ahmedabad,Banjara Hills,Apartment,2,2,1273,2006,Street,Furnished,19.721353,87.488434,11118937,Under Offer
PROP205802,Poona,Indiranagar,Villa,2,2,1537,1980,Street,Furnished,14.52739,75.5736,7605922,Under Offer
PROP205803,Mumbai,Andheri,Plot,1,1,1103,2003,Street,Unfurnished,16.892902,78.001814,12633666,Withdrawn
PROP205804,Mumbaai,Indiranagar,Studio,4,2,2472,1994,Street,Furnished,20.603241,83.172446,6399941,Active
PROP205805,Ahmedabad,T Nagar,Plot,3,3,1355,2005,Yes,Semi-Furnished,17.656106,87.961158,14875216,Sold
PROP205806,Ahemdabad,Satellite,Penthouse,3,4,868,2022,Yes,Semi-Furnished,14.540432,78.920066,15766603,Under Offer
PROP205807,Ahemdabad,Malviya Nagar,Villa,2,3,1555,2015,Yes,Furnished,22.965232,78.933311,10496823,Under Offer
PROP205808,Noida,Althan,Row House,1,1,787,1990,Yes,Unfurnished,21.203256,86.230235,7816851,Sold
PROP205809,Gurugrm,Salt Lake,Studio,4,2,1429,1985,No,Furnished,26.978131,76.917758,7265453,Active
PROP205810,Chennnai,T Nagar,Row House,2,2,498,1995,No,Unfurnished,25.689209,87.768488,7164555,Under Offer
PROP205811,Hyderbad,Kothrud,Penthouse,2,,1245,2012,Street,Unfurnished,25.678067,86.261265,14163053,Active
PROP205812,Nodia,Althan,Apartment,1,1,1364,2000,No,Semi-Furnished,17.509869,73.746092,9741028,Under Offer
PROP205813,New Delhi,Sector 62,Penthouse,1,3,1248,1996,No,Semi-Furnished,21.654797,82.539182,12251642,Under Offer
PROP205814,Ahmedabad,DLF Phase 3,Villa,2,2,1240,1984,No,Unfurnished,25.789214,78.372822,12043706,Active
PROP205815,Chennai,Sector 62,Studio,2,2,1337,2017,Street,Furnished,27.501162,75.667316,5725960,Sold
PROP205816,Bangalore,Malviya Nagar,Studio,2,1,1971,2022,Yes,Furnished,23.509871,75.934302,15656862,Sold
PROP205817,Hydrabad,Andheri,Penthouse,4,3,963,2023,Street,Furnished,16.478488,74.779173,15755258,Sold
PROP205818,Bangalore,Althan,Apartment,2,2,1614,1980,Covered,Furnished,16.398449,79.381473,14743317,Withdrawn
PROP205819,New Delhi,T Nagar,Row House,2,3,1696,2014,No,Unfurnished,19.241744,73.214739,14347053,Active
PROP205820,Gurgaon,DLF Phase 3,Row House,1,4,1282,1983,Yes,Semi-Furnished,26.839876,73.759176,6668739,Under Offer
PROP205821,Chennai,Althan,Apartment,1,4,1543,2015,No,Semi-Furnished,13.630073,79.520967,12425968,Sold
PROP205822,New Delhi,Salt Lake,Apartment,4,2,1340,1986,Street,Unfurnished,15.67256,82.326815,10804825,Under Offer
PROP205823,Nodia,Satellite,Villa,2,2,935,1992,Covered,Unfurnished,27.001554,82.857935,7363253,Sold
PROP205824,Chennnai,Kothrud,Plot,1,1,432,1980,No,Unfurnished,19.935869,83.384944,11729477,Sold
PROP205825,Calcutta,Kothrud,Villa,2,2,997,1985,Covered,Unfurnished,17.60432,73.646065,4369104,Sold
PROP205826,Gurugrm,Malviya Nagar,Plot,4,2,1438,2009,Covered,Unfurnished,17.060995,75.597579,11645777,Sold
PROP205827,Ahemdabad,Satellite,Penthouse,3,2,1393,2019,Street,Semi-Furnished,17.890498,86.215571,9410490,Under Offer
PROP205828,Kalkata,Sector 62,Penthouse,3,3,1102,2019,Covered,Unfurnished,26.355218,86.81433,8435377,Active
PROP205829,Mumbai,Indiranagar,Plot,2,2,290,2007,Yes,Unfurnished,28.042029,80.0907,8595749,Under Offer
PROP205830,Surat,Indiranagar,Studio,2,3,1579,1982,Covered,Furnished,20.197867,85.866451,6899616,Withdrawn
PROP205831,Jaipur,Salt Lake,Villa,3,3,1481,2022,Street,Unfurnished,17.558146,84.206398,9330141,Active
PROP205832,Mumbai,Malviya Nagar,Villa,2,1,366,2014,Covered,Semi-Furnished,18.434278,86.973941,6006581,Under Offer
PROP205833,Chennai,Malviya Nagar,Apartment,2,1,1583,1984,Covered,Semi-Furnished,22.271629,72.527294,13446506,Active
PROP205834,Chennnai,Sector 62,Apartment,1,2,1323,1993,Yes,Unfurnished,20.853635,75.372582,10069604,Withdrawn
PROP205835,Surrat,DLF Phase 3,Row House,3,1,1948,1985,Yes,Unfurnished,16.752109,84.824097,6650471,Withdrawn
PROP205836,Kolkata,T Nagar,Row House,2,1,1418,2012,Yes,Furnished,18.785944,78.200147,1500000,Withdrawn
PROP205837,Mumbaai,Althan,Row House,1,2,746,1987,Street,Semi-Furnished,23.128818,84.653612,12189602,Under Offer
PROP205838,Bengaluru,Sector 62,Row House,2,2,1726,2004,Covered,Unfurnished,15.58194,75.466046,7999789,Under Offer
PROP205839,Gurugram,Indiranagar,Row House,2,2,349,2020,No,Unfurnished,18.311432,79.317559,6533304,Sold
PROP205840,Mumbai,DLF Phase 3,Villa,2,1,1572,1996,Yes,Semi-Furnished,16.703114,84.134859,10952238,Under Offer
PROP205841,Chennnai,Malviya Nagar,Penthouse,1,2,1207,1998,Street,Furnished,22.676931,82.153539,8338298,Active
PROP205842,Bengaluru,Andheri,Villa,2,2,695,1997,No,Semi-Furnished,15.944793,86.85102,8177217,Under Offer
PROP205843,Jaipur,Althan,Row House,2,2,1895,1988,Yes,Unfurnished,14.956988,74.041642,7003621,Sold
PROP205844,Delhi,T Nagar,Row House,2,1,1052,2000,Yes,Furnished,23.569927,77.945326,6222021,Sold
PROP205845,Gurgaon,Indiranagar,Row House,2,1,1564,2019,Street,Furnished,20.581249,74.446074,9740654,Under Offer
PROP205846,Mumbai,Salt Lake,Studio,2,2,909,2000,Yes,Semi-Furnished,20.935355,87.793564,10882041,Active
PROP205847,Ahemdabad,Andheri,Row House,3,1,1212,1981,No,Unfurnished,14.521235,78.036567,13304235,Withdrawn
PROP205848,Hydrabad,Andheri,Apartment,1,1,663,2019,No,Semi-Furnished,22.624708,79.963196,5153138,Active
PROP205849,Ahemdabad,Banjara Hills,Plot,4,2,1489,1996,Covered,Semi-Furnished,15.299321,84.012411,2570272,Under Offer
PROP205850,Kolkata,Satellite,Studio,3,2,960,1984,Covered,Furnished,21.965043,82.542784,8033347,Sold
PROP205851,Bangalore,Sector 62,Villa,1,3,1131,,Covered,Furnished,19.228396,85.284519,6016304,Sold
PROP205852,Jaipur,Althan,Villa,5,1,1478,2018,No,Unfurnished,17.869657,86.145648,8921740,Withdrawn
PROP205853,Bengaluru,Kothrud,Apartment,1,1,1240,1994,Yes,Semi-Furnished,17.496817,78.663738,9658726,Sold
PROP205854,Delhi,Sector 62,Plot,1,2,667,1993,Yes,Furnished,25.466124,73.839154,9015642,Sold
PROP205855,Bengluru,DLF Phase 3,Studio,3,2,1323,2023,Covered,Unfurnished,21.406562,81.18507,2494285,Under Offer
PROP205856,Noida,Andheri,Row House,2,2,1337,1996,Yes,Semi-Furnished,18.543278,77.265493,6229277,Sold
PROP205857,Noida,Satellite,Studio,2,2,1079,1985,No,Semi-Furnished,28.362895,86.839875,6444090,Withdrawn
PROP205858,Chennnai,Andheri,Plot,1,1,2038,2005,Street,Unfurnished,18.595662,72.990014,6756184,Withdrawn
PROP205859,Chennai,Banjara Hills,Villa,3,2,906,1989,Yes,Unfurnished,20.954373,75.300469,8925406,Sold
PROP205860,Surat,Sector 62,Plot,2,2,1161,,No,Unfurnished,17.943972,86.800303,14152205,Sold
PROP205861,Bengluru,Indiranagar,Apartment,2,1,1705,1993,Yes,Furnished,17.256132,78.723785,12757208,Active
PROP205862,Surrat,Andheri,Villa,3,1,1405,2019,Covered,Unfurnished,15.656547,84.562652,8128595,Active
PROP205863,Bengluru,Sector 62,Plot,1,2,1852,2001,Street,Semi-Furnished,27.532551,74.314348,4402979,Under Offer
PROP205864,Jaipur,Banjara Hills,Apartment,3,2,1529,1991,Covered,Unfurnished,24.129048,88.150858,13156735,Withdrawn
PROP205865,Delhi,Indiranagar,Apartment,2,2,1421,1995,Street,Unfurnished,19.928456,83.924569,6072552,Active
PROP205866,Kalkata,Salt Lake,Studio,2,2,1118,1992,Covered,Semi-Furnished,22.379536,81.61409,8108635,Under Offer
PROP205867,Pune,Sector 62,Penthouse,2,2,1256,2024,Yes,Unfurnished,27.309238,82.591655,7716698,Active
PROP205868,Gurgaon,Sector 62,Villa,2,2,1051,2016,Yes,Unfurnished,26.329066,84.291343,10232163,Active
PROP205869,Nodia,Andheri,Villa,2,2,1516,2006,Street,Furnished,23.1761,75.084007,14268289,Active
PROP205870,Hyderbad,Satellite,Penthouse,2,2,1106,,Street,Semi-Furnished,25.916421,79.321737,6127654,Under Offer
PROP205871,Surat,Sector 62,Penthouse,2,3,558,,Yes,Semi-Furnished,17.064568,82.035344,12994603,Under Offer
PROP205872,Gurugram,Althan,Plot,3,4,1296,2000,Yes,Unfurnished,25.783982,88.169107,12226997,Withdrawn
PROP205873,Gurugrm,T Nagar,Apartment,2,3,448,2003,Yes,Furnished,23.663795,79.894218,10249097,Sold
PROP205874,New Delhi,Andheri,Apartment,1,3,654,1988,Covered,Furnished,21.493276,78.352684,13216430,Sold
PROP205875,Surat,Andheri,Penthouse,1,1,1170,1996,Yes,Furnished,22.703076,81.49681,11122408,Sold
PROP205876,Hydrabad,DLF Phase 3,Penthouse,2,3,1006,1998,Street,Unfurnished,18.449363,83.409665,9066981,Sold
PROP205877,Gurugram,DLF Phase 3,Studio,2,4,1813,2003,Yes,Unfurnished,14.842955,76.132341,3943289,Under Offer
PROP205878,Poona,T Nagar,Apartment,4,1,1188,1991,Street,Semi-Furnished,15.841167,75.062587,7059256,Sold
PROP205879,Jaipur,Kothrud,Apartment,1,2,1831,2010,No,Unfurnished,18.830732,75.708696,6696751,Under Offer
