property_id,amenities,age_years,condition,hoa_fee,energy_rating,school_score,walk_score
PROP207139,"Parking, Intercom, Security, Play Area",21,Needs Renovation,1837,D,,40
PROP207140,"Club House, Pool, Power Backup",34,Good,2633,B,77,80
PROP207141,"Power Backup, Parking",29,Old,3261,C,81,93
PROP207142,"Security, Wifi",20,Good,2568,C,98,86
PROP207143,"Club House, Lift, Wifi",13,New,2689,D,42,37
PROP207144,"Play Area, Lift, Wifi, Garden",37,Old,,C,56,52
PROP207145,"Garden, CCTV, Gym",30,Old,3299,A,94,42
PROP207146,"Pool, Parking",24,Old,3437,B,77,78
PROP207147,"Parking, Power Backup, CCTV, Pool",4,Needs Renovation,2807,F,58,
PROP207148,"Lift, Wifi, Security, Power Backup",12,Good,3021,F,43,72
PROP207149,"Gym, Lift",8,Old,4039,D,67,
PROP207150,"Power Backup, Pool, Lift",,Needs Renovation,1941,F,49,53
PROP207151,"Parking, Wifi, Lift, Play Area",0,Good,1526,E,90,36
PROP207152,"Security, Garden, Parking, Gym",5,New,1193,A,62,51
PROP207153,"Garden, Lift",30,Good,2247,E,46,80
PROP207154,"Garden, Parking, Pool",17,Old,,C,59,48
PROP207155,"Lift, Club House",1,New,2649,C,45,42
PROP207156,"Intercom, Pool, Garden",0,Needs Renovation,2441,C,51,35
PROP207157,"Wifi, Security, Lift, Pool",8,New,2791,F,56,
PROP207158,"Play Area, Lift, Gym",33,New,3667,E,87,80
PROP207159,"Gym, Garden, Security, Parking",12,Needs Renovation,4839,C,86,63
PROP207160,"Parking, Gym",11,Old,3046,B,95,72
PROP207161,"Pool, Garden, Security, Club House, CCTV",29,Old,1326,C,96,33
PROP207162,"Power Backup, CCTV",24,Needs Renovation,2719,A,97,73
PROP207163,"Pool, Wifi, Parking, Gym, Security",1,New,2074,F,50,34
PROP207164,"Club House, Gym, Lift, Intercom, Parking",6,New,2050,D,97,
PROP207165,"Parking, Security, Gym",25,Needs Renovation,1142,A,75,91
PROP207166,"Parking, Security, CCTV, Wifi",7,New,,C,71,75
PROP207167,"Play Area, Parking, Wifi",35,Good,4523,C,80,67
PROP207168,"CCTV, Club House, Pool, Gym",12,Good,2993,E,78,97
PROP207169,"Garden, Club House",18,New,3125,B,64,69
PROP207170,"Parking, Power Backup, CCTV, Garden",0,New,,B,88,85
PROP207171,"Gym, Power Backup, Lift",39,Old,4411,D,45,74
PROP207172,"Pool, Lift",35,Good,1162,C,44,
PROP207173,"Garden, Intercom, Parking, Lift",24,New,1379,C,,54
PROP207174,"Parking, Security, Gym, Wifi",5,Needs Renovation,3035,C,74,32
PROP207175,"Play Area, Club House, Power Backup",34,Good,2804,C,57,76
PROP207176,"Lift, Security, Gym",36,Needs Renovation,,D,93,37
PROP207177,"Power Backup, Club House, Intercom, Gym, Security",25,Old,2674,C,,33
PROP207178,"Pool, Power Backup, Lift",38,Needs Renovation,2922,F,86,38
PROP207179,"Lift, Club House, Garden, Intercom, Power Backup",14,New,1497,E,82,44
PROP207180,"Pool, CCTV, Garden, Parking, Intercom",3,Old,3004,A,53,85
PROP207181,"Wifi, Intercom, Gym, Pool",13,New,3570,D,80,49
PROP207182,"Lift, Pool, Wifi, CCTV, Garden",36,Good,1766,C,94,58
PROP207183,"Play Area, Gym, Garden, Intercom",21,Needs Renovation,3996,A,44,92
PROP207184,"Garden, Play Area, Lift, Parking, Pool",22,Good,3408,A,65,
PROP207185,"Garden, Gym, Parking, Wifi",30,Old,2356,F,79,87
PROP207186,"Garden, CCTV, Club House, Gym",,New,,F,82,
PROP207187,"Wifi, Gym, Power Backup, Lift",15,Good,2459,C,60,72
PROP207188,"Lift, Parking, Wifi, Garden",5,Needs Renovation,3366,A,80,33
PROP207189,"Intercom, Gym, Security, Wifi",7,Needs Renovation,2587,A,80,94
PROP207190,"Club House, Lift, Parking, Wifi, Garden",11,Old,1218,D,71,55
PROP207191,"Intercom, Pool, Gym, Club House, CCTV",23,Needs Renovation,2994,E,48,31
PROP207192,"Pool, Gym, Parking, Club House, Intercom",39,Old,450,C,79,74
PROP207193,"Garden, Club House, Power Backup",10,Old,2454,E,,42
PROP207194,"Security, Power Backup",30,New,3503,C,40,31
PROP207195,"Play Area, Club House, Garden, Intercom, Lift",31,Old,,E,62,99
PROP207196,"Club House, CCTV, Garden, Pool, Power Backup",,Needs Renovation,1520,A,67,62
PROP207197,"Club House, Play Area, Security",16,Needs Renovation,2046,E,44,80
PROP207198,"Gym, Play Area",12,Old,2528,F,90,49
PROP207199,"Pool, Power Backup",5,Needs Renovation,2105,E,69,50
PROP207200,"Security, Wifi, Gym, Garden, Club House",34,Good,2013,E,66,88
PROP207201,"Power Backup, Security, Garden",37,Old,4557,F,41,64
PROP207202,"Lift, Wifi",23,Needs Renovation,,F,51,70
PROP207203,"Security, Intercom, CCTV, Gym, Wifi",35,Good,2705,C,68,75
PROP207204,"Club House, Power Backup, Play Area",12,Good,5108,A,44,84
PROP207205,"Gym, Wifi",0,New,4453,D,83,63
PROP207206,"Wifi, Play Area",23,Needs Renovation,4322,C,,56
PROP207207,"Parking, CCTV, Gym, Lift, Club House",10,Old,2806,A,72,83
PROP207208,"Intercom, Gym, Play Area",18,New,2137,A,43,70
PROP207209,"CCTV, Garden",18,New,2982,E,51,88
PROP207210,"Gym, Club House",23,New,,A,61,
PROP207211,"CCTV, Play Area, Lift",24,Needs Renovation,1303,C,91,67
PROP207212,"Garden, Club House, Security",15,Needs Renovation,5318,F,80,50
PROP207213,"Club House, CCTV, Play Area, Lift, Pool",1,Good,364,D,46,97
PROP207214,"Garden, Parking, Intercom",2,New,3762,C,68,82
PROP207215,"Play Area, CCTV, Security",8,Old,278,A,43,42
PROP207216,"Club House, Intercom",2,New,2459,B,83,31
PROP207217,"Parking, CCTV, Intercom, Wifi",28,Good,1689,A,54,65
PROP207218,"Wifi, Lift",19,Good,1174,C,54,51
PROP207219,"Club House, Lift, Wifi",20,Good,3490,F,99,57
PROP207220,"Power Backup, Play Area, Intercom",15,Needs Renovation,1570,D,57,68
PROP207221,"Garden, Power Backup",18,New,2859,C,56,31
PROP207222,"Pool, Power Backup, Club House",27,Good,2104,D,81,95
PROP207223,"CCTV, Pool, Parking, Lift, Play Area",20,Good,4374,A,57,61
PROP207224,"Lift, Intercom, Play Area, Parking",2,New,3501,C,91,76
PROP207225,"Pool, Garden, Play Area, Gym, Club House",26,New,3299,B,64,47
PROP207226,"Security, Power Backup, Parking",27,New,3441,A,83,54
PROP207227,"Parking, Gym, Club House, Garden, Power Backup",,Good,1667,D,,69
PROP207228,"Lift, CCTV, Garden, Intercom, Power Backup",29,New,3197,E,87,53
PROP207229,"Gym, Parking, Play Area",20,Old,1338,B,90,82
PROP207230,"Security, Gym, Club House",22,Needs Renovation,503,A,73,
PROP207231,"Power Backup, Pool, Lift, Gym",13,New,2159,F,68,50
PROP207232,"Wifi, CCTV, Garden",23,Good,3242,A,60,49
PROP207233,"Lift, CCTV, Club House, Power Backup",26,Needs Renovation,2095,B,75,
PROP207234,"CCTV, Lift, Security, Garden, Intercom",14,Good,3597,C,84,31
PROP207235,"Security, Play Area, Parking, Garden",33,Needs Renovation,3899,F,82,93
PROP207236,"Play Area, Pool, Gym",31,Good,1266,F,42,61
PROP207237,"CCTV, Parking, Play Area",1,New,2286,C,65,57
PROP207238,"Parking, Wifi",21,New,2391,E,72,53
PROP207239,"Pool, Security, CCTV, Lift, Intercom",38,New,4906,A,,55
PROP207240,"Pool, Lift, Garden",17,New,1757,D,49,70
PROP207241,"Club House, Play Area, Security, Wifi, Power Backup",35,Good,3467,D,46,56
PROP207242,"Lift, Power Backup",,Old,2005,F,72,35
PROP207243,"Parking, Garden, Intercom, Power Backup, Lift",28,New,1540,D,46,38
PROP207244,"Lift, Security, Play Area",22,Needs Renovation,3810,B,67,
PROP207245,"Gym, Power Backup",22,New,1396,A,57,96
PROP207246,"Garden, Security, CCTV",7,Good,2737,F,67,89
PROP207247,"Parking, Power Backup, Gym, Wifi, Security",,Good,2806,F,57,55
PROP207248,"Club House, Garden, Intercom",30,Good,3616,B,89,48
PROP207249,"Intercom, Parking, Pool",11,New,4312,A,81,81
PROP207250,"Pool, Garden, Security, Gym, Play Area",19,Old,1614,E,64,64
PROP207251,"Pool, Club House",20,Needs Renovation,2134,E,58,
PROP207252,"Power Backup, Play Area",0,New,2477,B,,70
PROP207253,"Security, Play Area",35,Needs Renovation,4000,A,97,
PROP207254,"Play Area, Power Backup, Parking",34,Good,975,E,63,39
PROP207255,"Pool, Security, Lift, CCTV",35,New,1027,E,54,48
PROP207256,"Wifi, Play Area",17,New,2163,E,51,83
PROP207257,"Pool, Gym, Security",3,Old,1248,B,,91
PROP207258,"Club House, Lift, Garden, CCTV",23,Old,0,A,59,37
PROP207259,"Wifi, Lift, Power Backup",23,Good,,B,94,
PROP207260,"Security, Pool",8,Good,,C,99,85
PROP207261,"Pool, Parking, Security, Club House, CCTV",7,New,4109,C,45,60
PROP207262,"Parking, Power Backup, Pool, Gym, Garden",6,Needs Renovation,845,F,49,84
PROP207263,"Security, Pool",33,Needs Renovation,819,D,73,53
PROP207264,"Intercom, Gym",26,Good,3633,F,,
PROP207265,"Parking, Gym, Club House, Power Backup, Intercom",36,New,2987,F,99,96
PROP207266,"Play Area, Wifi, Lift, Intercom",36,New,3301,F,95,77
PROP207267,"Play Area, Security, Pool, Gym",7,Good,2459,A,68,41
PROP207268,"Wifi, Club House, CCTV",0,Good,2222,F,52,32
PROP207269,"Pool, Club House",14,Good,2829,D,66,50
PROP207270,"Pool, Garden, Parking, Play Area, Club House",24,Good,0,D,52,
PROP207271,"Intercom, CCTV",32,New,3492,C,46,98
PROP207272,"Parking, Lift",18,Needs Renovation,1088,D,81,68
PROP207273,"Lift, Pool",32,Old,2123,D,94,46
PROP207274,"Gym, Intercom",11,New,2972,C,81,83
PROP207275,"Security, Play Area, Intercom",8,Old,3385,D,,41
PROP207276,"Garden, Wifi, Lift",16,Old,546,B,61,70
PROP207277,"Intercom, Play Area",20,Old,1880,E,63,94
PROP207278,"Security, Club House",15,Good,2628,E,57,92
PROP207279,"Pool, Wifi, Security, Play Area",36,Needs Renovation,4170,E,,45
PROP207280,"Wifi, Play Area, Intercom",13,New,2913,C,73,83
PROP207281,"Lift, Security, Pool",14,New,2320,B,87,97
PROP207282,"CCTV, Pool, Lift, Intercom, Security",14,Good,2222,D,47,88
PROP207283,"Garden, Intercom",23,New,4628,A,75,77
PROP207284,"Gym, Club House",39,Good,,B,98,32
PROP207285,"Wifi, Club House",7,New,3836,D,77,34
PROP207286,"Club House, Garden",11,New,2714,E,77,66
PROP207287,"CCTV, Wifi, Garden, Lift, Power Backup",22,New,,E,57,67
PROP207288,"Gym, Club House, Intercom, Parking, Power Backup",36,Needs Renovation,4129,E,59,
PROP207289,"Play Area, Parking, Wifi",36,Good,2930,D,40,33
PROP207290,"Lift, Club House, Gym, Security",1,Old,2661,F,95,81
PROP207291,"Club House, Lift",17,Needs Renovation,2330,F,81,
PROP207292,"Play Area, Lift, Power Backup, Security, Intercom",21,Good,1958,D,43,37
PROP207293,"Power Backup, Gym, Club House, Garden, Intercom",6,New,3010,E,68,92
PROP207294,"Pool, Parking",16,New,,B,47,93
PROP207295,"Garden, Gym",19,Old,2557,F,75,
PROP207296,"Power Backup, Parking, CCTV, Play Area, Garden",20,Old,2281,B,52,37
PROP207297,"Parking, CCTV, Gym, Wifi",28,Old,3684,B,78,63
PROP207298,"CCTV, Garden",8,Old,2080,C,75,54
PROP207299,"CCTV, Security, Play Area",13,Good,1845,B,73,33
PROP207300,"Parking, Play Area, Pool, CCTV",,Good,4650,C,56,53
PROP207301,"Gym, Parking, Garden, Lift, Pool",2,New,4009,D,89,90
PROP207302,"Power Backup, Wifi, CCTV, Gym, Lift",23,Good,1167,A,77,31
PROP207303,"Intercom, Garden, CCTV, Security",6,Good,4179,F,56,53
PROP207304,"Power Backup, Lift, CCTV, Parking, Intercom",2,Old,1576,A,83,73
PROP207305,"Parking, Power Backup, Garden, Lift, Intercom",16,New,4258,A,63,33
PROP207306,"Play Area, Intercom",39,Good,1964,B,71,53
PROP207307,"CCTV, Play Area, Security, Lift, Garden",8,Needs Renovation,1739,E,64,48
PROP207308,"Lift, Pool, Play Area, Club House",22,Old,4002,E,54,78
PROP207309,"Wifi, Club House, Garden, Play Area, Intercom",1,Old,978,C,50,67
PROP207310,"Play Area, Club House, Security, Intercom",34,Needs Renovation,4581,D,54,98
PROP207311,"CCTV, Club House, Gym, Lift, Pool",30,Needs Renovation,3466,B,62,46
PROP207312,"CCTV, Garden, Club House",22,New,3075,F,75,60
PROP207313,"Club House, CCTV",38,Old,2294,C,88,33
PROP207314,"Lift, Gym, Club House, Security, Intercom",27,Needs Renovation,2418,E,76,38
PROP207315,"Power Backup, Club House, Intercom, Pool, Wifi",4,Good,1019,E,58,66
PROP207316,"Security, Wifi, Garden, Pool",34,Old,2409,B,68,46
PROP207317,"Security, Wifi, Power Backup, Pool, Play Area",1,New,4579,A,44,33
PROP207318,"Play Area, Garden",25,New,154,C,57,55
PROP207319,"Wifi, Pool, Parking, Garden",22,New,2536,B,72,97
PROP207320,"Pool, Intercom, Club House",,Needs Renovation,3941,E,88,44
PROP207321,"Security, Garden",23,Old,2871,C,66,92
PROP207322,"Gym, Club House, Pool, CCTV",15,Good,4223,A,43,
PROP207323,"Pool, Security, Parking, Intercom",13,New,1054,A,94,40
PROP207324,"Wifi, Parking, Club House, Security",5,Old,1976,C,71,98
PROP207325,"Club House, Lift, Intercom, Parking",,Needs Renovation,3775,F,95,74
PROP207326,"Pool, Garden, Lift, CCTV",14,Old,2969,C,52,35
PROP207327,"Wifi, CCTV",7,Needs Renovation,3287,D,69,85
PROP207328,"Wifi, Power Backup, Intercom, Play Area, Club House",13,New,3864,D,46,87
PROP207329,"Parking, Gym, Power Backup",20,Good,1423,A,51,43
PROP207330,"Power Backup, Pool, Play Area, Gym",38,Needs Renovation,2642,A,65,75
PROP207331,"Gym, CCTV, Garden",29,Good,919,B,64,92
PROP207332,"Gym, CCTV, Pool",2,Old,2253,F,73,75
PROP207333,"Pool, Garden, Play Area, Security",16,Old,2836,B,81,47
PROP207334,"Intercom, Play Area, Garden, Power Backup",24,New,2305,F,75,89
PROP207335,"Power Backup, Club House, Wifi, Play Area, Gym",6,New,2174,E,61,42
PROP207336,"Club House, Wifi, Lift, Intercom",10,Needs Renovation,939,D,73,
PROP207337,"Security, Club House, Gym",38,New,2271,A,90,57
PROP207338,"Club House, Security, Play Area",35,Good,3030,D,48,88
PROP207339,"Pool, Club House, Security, Garden",6,Good,3266,E,84,74
PROP207340,"Power Backup, Intercom, Play Area, Lift, Gym",16,Old,2258,B,73,88
PROP207341,"Gym, Play Area, Wifi, Power Backup",34,Good,1849,A,94,56
PROP207342,"Security, Wifi, Club House, Intercom, Gym",28,New,764,A,51,47
PROP207343,"Lift, Power Backup, Security, Gym, Play Area",20,Good,1576,B,46,64
PROP207344,"Gym, Wifi, Power Backup",15,Good,,D,81,70
PROP207345,"Intercom, CCTV, Pool, Garden",1,Good,897,F,54,72
PROP207346,"Pool, Security, Club House, Lift, Parking",39,Needs Renovation,,E,52,44
PROP207347,"Intercom, Wifi, Pool, CCTV, Play Area",32,New,,B,52,66
PROP207348,"Intercom, Garden, Gym, CCTV, Pool",2,New,1618,C,41,68
PROP207349,"Play Area, Pool, Power Backup",11,Needs Renovation,3104,B,,
PROP207350,"Lift, Wifi, Gym",37,New,1699,D,67,81
PROP207351,"Intercom, Parking, Pool, Garden",5,Old,0,A,49,73
PROP207352,"Gym, Pool, Power Backup, Intercom, Garden",12,New,1086,B,80,51
PROP207353,"Garden, Power Backup, Gym",13,Needs Renovation,42,D,91,57
PROP207354,"Play Area, Lift",23,Good,3957,B,91,91
PROP207355,"Security, Power Backup, CCTV",28,New,,A,,44
PROP207356,"Wifi, Club House",10,Old,401,E,43,94
PROP207357,"Intercom, Garden, Parking, Power Backup",16,Needs Renovation,1804,F,78,52
PROP207358,"Gym, Power Backup, Pool, CCTV",28,Needs Renovation,3364,B,50,71
PROP207359,"CCTV, Pool",35,Old,,A,41,
PROP207360,"Intercom, Club House, Gym, Security, Play Area",,Old,,D,83,38
PROP207361,"Garden, Wifi",3,Needs Renovation,5464,E,93,44
PROP207362,"Security, Garden, Lift",33,Needs Renovation,1697,E,72,66
PROP207363,"Power Backup, Lift, Pool, CCTV",19,Needs Renovation,4100,C,71,44
PROP207364,"Power Backup, Play Area, Garden, Club House, CCTV",21,Good,1753,B,91,83
PROP207365,"Club House, Play Area, Parking, Security, Power Backup",18,Old,4661,F,83,32
PROP207366,"Play Area, Security, Power Backup, Lift, Club House",,Needs Renovation,0,D,89,58
PROP207367,"Security, Garden, Power Backup, Pool",15,Needs Renovation,1283,B,90,48
PROP207368,"Parking, Lift, Power Backup",28,Old,3179,D,75,47
PROP207369,"Gym, CCTV, Wifi, Play Area",30,Old,3435,B,55,49
PROP207370,"Wifi, Play Area",11,Good,1944,B,71,39
PROP207371,"Play Area, Gym, Power Backup, Lift",39,Needs Renovation,2067,C,41,70
PROP207372,"Security, Pool, Gym, Lift, Club House",22,Old,215,C,78,99
PROP207373,"Garden, Power Backup, Club House, CCTV",20,Old,1323,B,52,82
PROP207374,"Play Area, Pool, CCTV, Wifi, Intercom",21,Old,3171,E,88,
PROP207375,"Intercom, Gym",25,New,3394,F,97,66
PROP207376,"CCTV, Club House, Pool",,Good,2695,E,77,75
PROP207377,"Pool, CCTV",16,Old,2452,F,63,80
PROP207378,"Garden, Wifi, Pool",9,Needs Renovation,1169,A,72,34
PROP207379,"Gym, Play Area, CCTV, Club House, Lift",16,Good,2813,C,73,35
PROP207380,"Play Area, Gym, Club House, Garden, Parking",35,Needs Renovation,2334,D,96,48
PROP207381,"Pool, Lift",8,Old,2588,D,62,48
PROP207382,"Intercom, Power Backup, CCTV, Garden, Parking",24,Old,5137,F,,63
PROP207383,"Pool, Wifi",12,Needs Renovation,3015,B,88,58
PROP207384,"Intercom, Parking",30,Needs Renovation,3268,D,96,31
PROP207385,"Parking, Security, Pool, Gym",,New,4443,F,48,45
PROP207386,"Gym, Club House, CCTV",21,Needs Renovation,3413,B,81,78
PROP207387,"Gym, Parking, Wifi",13,New,2867,E,47,94
PROP207388,"Wifi, Parking, Garden, Club House, Security",2,Good,2547,C,57,
PROP207389,"Power Backup, CCTV",8,Needs Renovation,2572,F,83,59
PROP207390,"Gym, Intercom, Power Backup, Wifi, Play Area",,Good,2714,F,83,68
PROP207391,"CCTV, Parking, Pool",23,Needs Renovation,2595,C,46,37
PROP207392,"Power Backup, Club House, Wifi",35,Old,332,E,55,94
PROP207393,"Pool, Parking, Garden, Play Area",6,Needs Renovation,2038,A,85,94
PROP207394,"Power Backup, Lift, CCTV",35,New,3010,A,73,44
PROP207395,"Power Backup, Play Area",26,Needs Renovation,822,A,77,52
PROP207396,"Play Area, CCTV, Club House",6,Old,,B,,56
PROP207397,"Parking, Lift, Garden, CCTV",8,Old,3390,B,53,54
PROP207398,"Play Area, Wifi, Garden, Club House",0,Old,,D,89,55
PROP207399,"Security, Play Area, Intercom, Pool",9,Old,4479,F,73,73
PROP207400,"Wifi, Gym, CCTV, Garden",32,Needs Renovation,1245,B,94,89
PROP207401,"Power Backup, Wifi, CCTV, Gym, Parking",29,New,1757,D,73,38
PROP207402,"Gym, Play Area",,Needs Renovation,3963,B,52,93
PROP207403,"Intercom, Parking",25,New,2962,F,65,55
PROP207404,"Pool, Garden",33,Needs Renovation,0,F,54,53
PROP207405,"Gym, Power Backup",36,Good,3546,B,92,57
PROP207406,"Club House, Security, Intercom, Wifi",10,Good,5256,B,99,39
PROP207407,"Wifi, Lift, Play Area",36,New,4224,D,58,66
PROP207408,"Security, Club House",35,Old,2693,B,96,71
PROP207409,"Garden, CCTV",20,Needs Renovation,3768,A,85,49
PROP207410,"Parking, Wifi, Club House, Pool, Intercom",5,Good,2110,D,66,43
PROP207411,"Security, Intercom, Play Area",8,Good,4150,D,82,76
PROP207412,"Garden, Power Backup, Pool, Lift",14,Needs Renovation,881,D,60,52
PROP207413,"Club House, CCTV, Intercom, Gym, Pool",27,Needs Renovation,3180,E,86,83
PROP207414,"Gym, Intercom, Pool, Play Area, Garden",23,Needs Renovation,,D,47,49
PROP207415,"Garden, CCTV",18,New,3131,F,50,68
PROP207416,"Pool, Wifi, Parking, Security",11,Needs Renovation,,B,80,82
PROP207417,"Power Backup, CCTV, Security, Lift",24,New,2258,F,48,57
PROP207418,"Club House, Garden",24,Old,1794,D,81,48
PROP207419,"Pool, Intercom, Lift",6,Needs Renovation,3064,B,,
PROP207420,"Wifi, Garden",21,Needs Renovation,1573,C,82,37
PROP207421,"Club House, Security",20,Old,1216,C,65,32
PROP207422,"Pool, Play Area",20,New,,A,57,51
PROP207423,"Gym, Wifi, Lift, Club House",4,Needs Renovation,2151,C,47,87
PROP207424,"Gym, Club House",28,Good,326,C,70,84
PROP207425,"Power Backup, CCTV, Club House",,Good,181,E,88,98
PROP207426,"Club House, Power Backup, Lift",6,New,2743,E,45,64
PROP207427,"Club House, Intercom",0,New,2109,F,71,30
PROP207428,"CCTV, Pool, Play Area",16,Good,519,C,91,62
PROP207429,"Play Area, Wifi, Garden, CCTV, Pool",30,Needs Renovation,2133,A,87,61
PROP207430,"Gym, Power Backup, Pool, Parking",39,Needs Renovation,1904,A,62,62
PROP207431,"Lift, Wifi, Security, Garden",,Needs Renovation,1904,A,76,37
PROP207432,"Security, Parking, Intercom",20,Old,2172,E,41,37
PROP207433,"Intercom, Play Area, Wifi",2,Good,1694,E,53,55
PROP207434,"Garden, Pool, CCTV, Wifi",19,Old,1819,F,,98
PROP207435,"Club House, Play Area, Parking",1,Needs Renovation,1591,E,78,98
PROP207436,"CCTV, Gym, Play Area",23,Good,1214,B,45,49
PROP207437,"CCTV, Pool, Power Backup",19,Needs Renovation,1867,D,42,85
PROP207438,"Security, Intercom, CCTV",8,Needs Renovation,3807,E,47,96
PROP207439,"Gym, Parking, Intercom, Garden, Security",17,Needs Renovation,576,B,58,49
PROP207440,"Intercom, Security",7,Needs Renovation,1341,D,61,39
PROP207441,"Play Area, Pool, Garden, Lift, CCTV",12,New,3937,A,53,55
PROP207442,"CCTV, Power Backup, Intercom, Security, Wifi",24,Good,2002,A,85,36
PROP207443,"Club House, Gym, Pool, CCTV",7,Old,1801,C,51,
PROP207444,"Parking, Lift, Play Area, Gym, Garden",12,Old,,A,99,53
PROP207445,"Security, Club House, Lift, Pool, Play Area",11,Old,1755,A,44,53
PROP207446,"Club House, Lift, Gym, Security",37,New,2405,E,47,98
PROP207447,"Security, CCTV, Intercom, Play Area, Lift",,Good,2084,C,95,76
PROP207448,"Intercom, Power Backup",2,Needs Renovation,3026,C,52,31
PROP207449,"Power Backup, Lift, Gym",36,New,3873,A,43,59
PROP207450,"Wifi, Gym, CCTV, Intercom",32,Good,3336,B,98,78
PROP207451,"Parking, Club House",14,Good,1957,A,95,36
PROP207452,"Wifi, Intercom, Play Area, Club House",35,New,2924,B,94,44
PROP207453,"Pool, Garden, Play Area",2,Needs Renovation,4585,B,58,38
PROP207454,"Lift, Pool, Wifi",31,Old,569,F,95,34
PROP207455,"Intercom, Power Backup",30,Needs Renovation,807,A,61,71
PROP207456,"Lift, Garden, CCTV",25,Good,2050,E,50,89
PROP207457,"Garden, Intercom, Club House",35,Good,1355,B,92,52
PROP207458,"Wifi, Play Area, Power Backup, Pool, Security",,New,3370,A,61,61
PROP207459,"Lift, Power Backup",37,New,1443,C,78,91
PROP207460,"CCTV, Club House, Security, Play Area",21,Good,1097,F,54,77
PROP207461,"Garden, Wifi",13,Needs Renovation,3371,A,95,
PROP207462,"Security, Parking, Club House, Pool, Power Backup",4,Old,3460,B,92,36
PROP207463,"Club House, Gym, Pool",22,Good,1838,D,49,62
PROP207464,"Gym, Security, Wifi, Pool",29,New,2257,D,83,87
PROP207465,"Gym, Club House, Garden",35,Old,1805,E,59,71
PROP207466,"Play Area, Club House, CCTV, Lift",33,Good,,A,95,56
PROP207467,"Club House, Play Area, Lift, Parking",32,Old,2231,B,57,50
PROP207468,"Pool, Parking, Wifi, Play Area, Gym",19,Good,1678,E,52,92
PROP207469,"Pool, Power Backup, Lift, Wifi",,New,2501,C,,
PROP207470,"Power Backup, Garden, Lift, Intercom",17,Old,2666,B,62,72
PROP207471,"Play Area, Garden, Wifi, Parking",3,Good,2055,C,40,94
PROP207472,"Wifi, Pool, Garden",24,New,3789,B,,38
PROP207473,"Wifi, Lift",25,Needs Renovation,2234,B,93,43
PROP207474,"Security, Power Backup",10,New,3576,D,72,
PROP207475,"Security, Intercom",21,Needs Renovation,1998,D,,74
PROP207476,"Intercom, Gym, Club House, Lift",3,Good,5556,D,74,70
PROP207477,"CCTV, Wifi, Parking, Power Backup",18,Good,3208,B,50,30
PROP207478,"Power Backup, Lift, Club House, Intercom, Pool",6,Old,2748,C,56,56
PROP207479,"Power Backup, Intercom, Play Area, Security",29,New,,C,45,33
PROP207480,"Security, Play Area, Parking",9,Old,1830,E,97,98
PROP207481,"Gym, Play Area, Club House, Pool",33,New,3081,F,70,82
PROP207482,"Pool, Power Backup, Wifi, Parking, Lift",22,New,3269,B,71,47
PROP207483,"Lift, Gym, Club House",12,Good,2358,F,56,37
PROP207484,"Parking, Wifi",,New,3551,B,89,32
PROP207485,"Wifi, Gym, Lift, Play Area, Garden",32,Needs Renovation,2630,E,59,33
PROP207486,"Wifi, Club House",20,Needs Renovation,2778,D,76,57
PROP207487,"Security, Lift, Wifi, Play Area",31,Good,2307,C,89,71
PROP207488,"Garden, Wifi",9,Old,2658,D,92,39
PROP207489,"Security, CCTV, Pool, Wifi",33,Old,1169,C,82,86
PROP207490,"Intercom, Security, CCTV, Pool",34,Old,1260,D,61,76
PROP207491,"Club House, Lift, Parking, Security",32,Old,1225,C,94,70
PROP207492,"Power Backup, Intercom, Parking, Play Area, Security",27,New,1039,D,54,89
PROP207493,"Intercom, Pool, Power Backup, Club House",35,Needs Renovation,2286,B,,95
PROP207494,"Power Backup, Security",9,New,2264,A,60,82
PROP207495,"Gym, Garden, CCTV, Wifi",10,New,,C,65,61
PROP207496,"Gym, Pool, Wifi",24,Good,1676,E,93,97
PROP207497,"Intercom, Security, CCTV",37,Old,3946,F,54,45
PROP207498,"Security, Play Area",23,Old,3068,B,63,55
PROP207499,"CCTV, Security, Garden",20,Old,2288,F,47,42
PROP207500,"Pool, Play Area, Power Backup",24,Good,6454,E,74,48
PROP207501,"Intercom, Wifi",,Old,2094,C,78,65
PROP207502,"Wifi, CCTV, Lift",7,Needs Renovation,4748,D,77,43
PROP207503,"Security, Pool, Intercom",10,Old,3057,F,73,68
PROP207504,"Gym, Pool, Parking, Power Backup, Intercom",10,New,1592,A,55,97
PROP207505,"Parking, Play Area, Garden",20,New,1899,C,78,
PROP207506,"Gym, Play Area, Parking, CCTV",2,Old,2421,F,72,65
PROP207507,"Parking, Lift, CCTV",21,Needs Renovation,915,E,94,54
PROP207508,"Play Area, Power Backup, Wifi, Pool, Lift",15,New,1368,A,89,61
PROP207509,"Gym, Parking, Pool, Wifi, Play Area",4,Old,,F,97,
PROP207510,"Wifi, Lift, Parking",38,Needs Renovation,3726,C,50,46
PROP207511,"Club House, Wifi, Power Backup",3,Old,3275,A,63,76
PROP207512,"Security, Power Backup",3,Good,4588,A,83,88
PROP207513,"Gym, Intercom, Garden",23,Needs Renovation,4981,B,60,66
PROP207514,"Lift, Power Backup, Pool, Wifi, Club House",34,New,2536,A,83,67
PROP207515,"Garden, Wifi, CCTV, Play Area",9,Good,5988,F,83,35
PROP207516,"Gym, Parking, Intercom",18,New,3890,E,75,48
